# Species	Genes	Alg.-Conn.	babesia_bigemina_protein.faa	babesia_bovis_T2Bo_protein.faa	babesia_microti_strain_RI_protein.faa	babesia_ovata_protein.faa	babesia_sp._Xinjiang_protein.faa	besnoitia_besnoiti_protein.faa	cryptosporidium_felis_protein.faa	cryptosporidium_hominis_TU502_protein.faa	cryptosporidium_muris_RN66_protein.faa	cryptosporidium_parvum_Iowa_II_protein.faa	cryptosporidium_ubiquitum_protein.faa	eimeria_acervulina_protein.faa	eimeria_brunetti_protein.faa	eimeria_maxima_protein.faa	eimeria_mitis_protein.faa	eimeria_necatrix_protein.faa	eimeria_praecox_protein.faa	eimeria_tenella_protein.faa	gregarina_niphandrodes_protein.faa	neospora_caninum_Liverpool_protein.faa	plasmodium_berghei_ANKA_protein.faa	plasmodium_chabaudi_protein.faa	plasmodium_coatneyi_protein.faa	plasmodium_cynomolgi_protein.faa	plasmodium_falciparum_protein.faa	plasmodium_fragile_protein.faa	plasmodium_gaboni_protein.faa	plasmodium_gallinaceum_protein.faa	plasmodium_inui_San_Antonio_1_protein.faa	plasmodium_knowlesi_protein.faa	plasmodium_malariae_protein.faa	plasmodium_reichenowi_protein.faa	plasmodium_relictum_protein.faa	plasmodium_sp._gorilla_clade_G2_protein.faa	plasmodium_vinckei_protein.faa	plasmodium_vivax_protein.faa	plasmodium_yoelii_protein.faa	porospora_cf._gigantea_A_protein.faa	porospora_cf._gigantea_B_protein.faa	theileria_annulata_protein.faa	theileria_equi_strain_WA_protein.faa	theileria_orientalis_strain_Shintoku_protein.faa	theileria_parva_strain_Muguga_protein.faa	toxoplasma_gondii_ME49_protein.faa	type	number_of_genoms	number_of_proteins	number_of_genus	function
23	23	0.309	CDR96321.1	*	SJK85912.1	GBE63076.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC55844.1	CDS47094.1	ANQ08221.1	GAB66451.1	CZT98838.1	KJP86103.1	KYN98816.1	CRG96224.1	EUD65466.1	CAA9988200.1	SCN12696.1	KYN96507.1	CRH00044.1	SOV15564.1	VEV56349.1	EDL45566.1	VTZ78513.1	*	*	*	EKX73184.1	*	EAN30565.2	EPT29801.1	full_gca_44	23	23	4	peptidyl-tRNA hydrolase ICT1, putative
29	29	0.201	*	*	*	*	*	PFH35069.1	KAF7459031.1	EAL38266.1	*	EAK90613.1	*	CDI78174.1	*	CDJ59951.1	*	CDJ65355.1	CDI74590.1	CDJ42555.1	*	CBZ54167.1	VUC57825.1	CDR15841.1	ANQ09588.1	GAB67771.1	CAD52419.1	KJP89877.1	KYN97083.1	CRG95013.1	EUD67600.1	CAA9990034.1	SCO93761.1	KYN94728.1	CRH01785.1	SOV17849.1	VEV58527.1	EDL44351.1	VTZ80863.1	KAH0480793.1	*	*	*	*	*	EPT27201.1	full_gca_44	29	29	7	transcriptional regulatory protein sir2a
37	37	0.275	CDR94812.1	EDO05904.1	CTQ40857.1	GBE60037.1	*	PFH38427.1	KAF7457504.1	*	EEA08492.1	EAZ51404.1	OII71940.1	*	CDJ49598.1	CDJ59998.1	*	*	*	*	EZG45090.1	CBZ53592.1	VUC55906.1	CDS46997.1	ANQ08346.1	GAB66388.1	CZT98771.1	KJP86402.1	KYN98749.1	CRG96162.1	EUD65569.1	CAA9988135.1	SCN12633.1	KYN96440.1	CRG99981.1	SOV15435.1	VEV56288.1	EDL45505.1	VTZ78574.1	KAH0486157.1	KAH0476170.1	CAI73035.1	EKX74365.1	BAM39550.1	EAN34300.2	EPT28700.1	full_gca_44	37	37	10	replication factor C subunit 5, putative
31	33	0.325	*	*	*	*	ORM40569.1	PFH37232.1	KAF7456035.1	EAL36807.1	EEA05657.1	EAK89450.1	OII73690.1	CDI78345.1	CDJ52929.1	*	*	*	CDI79544.1	*	EZG51722.1	CBZ54613.1	VUC54382.1	CDR11375.1	ANQ07471.1	*	CAX64196.1,CZT62531.1	KJP89456.1	KYO00043.1,KYO00042.1	CRG96601.1	EUD67880.1	CAA9987324.1	SBT87711.1	KYN98343.1	CRG99264.1	SOV13978.1	VEV55070.1	EDL44868.1	VTZ73462.1	*	*	CAI75474.1	*	*	EAN30996.2	EPT26684.1	full_gca_44	31	33	9	autophagy-related protein 3, putative
33	33	0.511	CDR96186.1	EDO05150.1	CTQ41076.1	GBE62680.1	*	PFH32613.1	*	*	*	*	*	*	*	CDJ61971.1	*	CDJ62144.1	*	*	EZG55239.1	CBZ50424.1	VUC58675.1	CDR17163.1	ANQ10935.1	GAB69298.1	CZT99637.1	KJP87602.1	KYN98263.1	CRG97108.1	EUD64858.1	CAA9991276.1	SCP03753.1	KYN95581.1	CRH02898.1	SOV17122.1	VEV59387.1	EDL44280.1	VTZ81946.1	KAH0481899.1	KAH0483086.1	CAI74098.1	EKX73492.1	BAM40611.1	EAN33167.1	EPT31693.1	full_gca_44	33	33	9	pre-mRNA-splicing factor RBM22, putative
41	43	0.308	CDR96543.1	EDO07843.1	CCF76065.2	GBE59408.1	ORM41205.1	PFH35950.1	KAF7455761.1	EAL35074.1	EEA06134.1	EAK87918.1	OII72212.1	CDI76209.1	CDJ48778.1	*	*	CDJ65700.1	*	CDJ41292.1	EZG43611.1	CBZ52239.1	VUC58502.1	CDR16918.1	ANQ10792.1	GAB69123.1	CZT99453.1	KJP88067.1	KYN98095.1	CRG96931.1	EUD66010.1	CAA9991083.1	SCP03577.1	KYN95400.1	CRH02716.1	SOV16942.1	VEV59217.1	EDL47655.1	VTZ81774.1	KAH0485120.1,KAH0485121.1	KAH0475926.1,KAH0475927.1	CAI76151.1	AFZ80883.1	BAM42439.1	KAF5153187.1	EPT29970.1	full_gca_44	41	43	10	T-complex protein 1 subunit gamma, putative
36	37	0.478	CDR97715.1	EDO05501.1,EDO05503.1	SJK86214.1	GBE62216.1	ORM40277.1	PFH33363.1	*	EAL38406.1	EEA06073.1	EAK87922.1	OII72145.1	*	*	*	*	*	*	*	EZG58472.1	CBZ50771.1	VUC54189.1	CDR11090.1	ANQ06570.1	GAB64917.1	CZT98198.1	KJP87329.1	KYO03615.1	CRG94387.1	EUD66729.1	CAA9986665.1	SBT86445.1	KYO03112.1	CRG98666.1	SOV10636.1	VEV54888.1	EDL43136.1	VTZ72643.1	KAH0486746.1	KAH0488524.1	CAI74256.1	AFZ79717.1	BAM40470.1	EAN33012.2	EPT27531.1	full_gca_44	36	37	9	ATP-dependent RNA helicase DDX47, putative
42	42	0.344	CDR94238.1	EDO07163.1	SJK86259.1	GBE60600.1	ORM42033.1	PFH31492.1	KAF7456094.1	EAL36625.1	EEA05178.1	EAK89183.1	OII70752.1	CDI84352.1	CDJ46693.1	CDJ57327.1	*	CDJ68132.1	CDI87444.1	CDJ39911.1	EZG67085.1	CBZ56210.1	VUC55774.1	CDS47228.1	*	GAB66525.1	CZT98911.1	KJP87690.1	KYN93458.1	CRG96298.1	EUD65393.1	CAA9988275.1	SCN12769.1	KYN96582.1	CRH00119.1	SOV15708.1	VEV56419.1	EDL45638.1	VTZ78443.1	KAH0485720.1	KAH0486356.1	CAI73131.1	EKX74112.1	BAM39458.1	EAN34202.1	EPT25189.1	full_gca_44	42	42	10	60S ribosomal protein L35, putative
38	38	0.329	CDR96002.1	EDO05842.1	CCF72784.1	GBE59863.1	ORM41321.1	PFH32844.1	KAF7455917.1	EAL38337.1	EEA06761.1	EAK90642.1	*	CDI84466.1	CDJ50954.1	CDJ60212.1	*	CDJ63229.1	*	CDJ42242.1	*	CBZ52065.1	VUC54942.1	CDS47526.1	ANQ06855.1	GAB65103.1	CAD51083.1	KJP89509.1	KYO00877.1	CRG93518.1	EUD64313.1	CAA9990272.1	SBT87306.1	KYN99378.1	CRH03757.1	SOV13838.1	VEV55638.1	EDL45144.1	VTZ76215.1	*	*	CAI75616.1	EKX72841.1	BAM41182.1	EAN31144.1	EPT30514.1	full_gca_44	38	38	8	prohibitin, putative
35	36	0.322	CDR95278.1	EDO06363.1	CCF73595.1	GBE61514.1	ORM40767.1	PFH38533.1	*	*	*	*	*	CDI78582.1	CDJ47328.1	CDJ58971.1	*	CDJ69086.1	CDI86422.1	CDJ37742.1	*	CBZ53491.1	VUC55069.1	CDR12199.1	ANQ06812.1	GAB65235.1	CAD51208.1	KJP89141.1	KYO00758.1	CRG93153.1	EUD66985.1	CAA9986926.1	SBT87451.1	KYN99255.1	CRG98917.1	SOV13658.1	VEV55765.1	EDL45279.1	VTZ76468.1	*	*	CAI76223.1	AFZ81025.1	BAM42362.1	EAN31521.1	EPT24475.1,EPT28817.1	full_gca_44	35	36	7	small heat shock protein HSP20, putative
29	29	0.371	*	*	SJK85971.1	*	*	PFH34883.1	*	EAL36494.1	EEA06986.1	EAK90213.1	OII74042.1	*	*	CDJ60710.1	*	*	*	CDJ42993.1	EZG82423.1	CBZ55559.1	VUC55066.1	CDR12195.1	ANQ06711.1	GAB65232.1	CAD51205.2	KJP89144.1	*	CRG93150.1	EUD66987.1	CAA9986923.1	SBT87454.1	*	CRG98914.1	SOV13664.1	VEV55762.1	EDL45276.1	VTZ76462.1	KAH0472509.1	*	CAI76224.1	*	*	EAN31522.1	EPT25548.1	full_gca_44	29	29	10	meiotic recombination protein DMC1, putative
38	39	0.484	CDR96550.1	EDO07848.1	*	GBE59399.1	ORM41198.1	PFH35119.1	KAF7459338.1	EAL37049.1	EEA05879.1	EAK87877.1	OII72039.1	CDI83865.1	*	*	CDJ29319.1	CDJ65719.1	*	CDJ43328.1	EZG57275.1	CBZ54210.1	VUC54399.1	CDR11400.1	ANQ07450.1	GAB65616.1	CAD51725.1	KJP89474.1	KYO00025.1	CRG96584.1	EUD67864.1	CAA9987307.1	SBT87694.1	KYN98326.1	CRG99247.1	SOV13940.1	VEV55087.1	EDL44852.1	VTZ73496.1	KAH0480479.1	KAH0473160.1,KAH0473161.1	*	AFZ80895.1	BAM42426.1	*	EPT27151.1	full_gca_44	38	39	10	GTPase-activating protein, putative
41	41	0.266	CDR97314.1	EDO08429.1	SIO73701.1	GBE58668.1	ORM39941.1	PFH33567.1	KAF7458113.1	EAL37692.1	EEA06779.1	EAK90417.1	OII75002.1	CDI77256.1	CDJ49705.1	CDJ56545.1	CDJ28365.1	CDJ63344.1	CDI87082.1	CDJ39773.1	*	CBZ55509.1	VUC58705.1	CDR17204.1	ANQ11131.1	GAB69328.1	CZT99667.1	KJP87573.1	KYN98292.1	CRG97141.1	EUD64643.1	CAA9991309.1	SCP03783.1	KYN95611.1	CRH02931.1	SOV17152.1	VEV59417.1	EDL44310.1	VTZ81976.1	*	*	CAI76781.1	AFZ81614.1	BAM41774.1	EAN32125.2	EPT25607.1	full_gca_44	41	41	8	coronin, putative
39	40	0.331	CDR95823.1	EDO06874.1	CCF73288.1	GBE59711.1	ORM39642.1	PFH38490.1	KAF7458789.1	EAL34742.1	EEA05117.1	EAZ51485.1	OII72809.1	CDI81138.1	*	*	*	*	*	CDJ39149.1	EZG55933.1	CBZ53532.1	VUC56066.1	CDU21553.1	ANQ06169.1	GAB64756.1	CAB62869.1	KJP88334.1	KYO02800.1	CRG98163.1	EUD65047.1	CAA9986500.1	SBT86240.1	KYO02073.1	CRG98579.1	SOV11281.1	VEV55912.1	EDL43603.1	VTZ78818.1	KAH0479720.1	KAH0482902.1,KAH0482903.1	CAI73817.1	AFZ80370.1	BAM38747.1	EAN33475.2	EPT28767.1	full_gca_44	39	40	10	protein SOF1, putative
32	32	0.348	CDR95963.1	EDO06767.1	SJK85804.1	GBE59828.1	ORM39852.1	PFH37599.1	*	*	*	*	*	CDI83931.1	CDJ48076.1	*	*	*	*	*	EZG56479.1	CBZ55635.1	VUC57565.1	CDR15451.1	ANQ10191.1	GAB68040.1	CZU00242.1	KJP86903.1	KYN96136.1	CRG94742.1	EUD69374.1	CAA9989602.1	SCO94026.1	KYN94197.1	CRH01379.1	SOV19585.1	VEV58262.1	EDL46116.1	VTZ80599.1	*	*	CAI73848.1	AFZ80410.1	BAM38712.1	EAN33437.2	EPT24552.1	full_gca_44	32	32	8	6-phosphogluconate dehydrogenase, decarboxylating, putative
40	41	0.351	CDR93770.1	EDO08654.1	CCF75609.1	GBE61069.1	ORM41629.1,ORM41546.1	PFH35056.1	KAF7458451.1	EAL37469.1	EEA05804.1	EAK87357.1	OII72907.1	CDI81517.1	*	CDJ61124.1	*	*	*	CDJ38196.1	EZG83563.1	CBZ54154.1	VUC55424.1	CDR12772.1	ANQ07421.1	GAB65831.1	CAD51938.1	KJP87459.1	KYO00239.1	CRG96804.1	EUD68080.1	CAA9987526.1	SBT87910.1	KYN98547.1	CRG99468.1	SOV14404.1	VEV56079.1	EDL45063.1	VTZ77592.1	KAH0477752.1	KAH0472347.1	CAI74932.1	AFZ78914.1	BAM39754.1	EAN32325.1	EPT27218.1	full_gca_44	40	41	10	histone deacetylase, putative
39	41	0.293	CDR95883.1	EDO06826.1	CCF73315.1	GBE59762.1	ORM39719.1	PFH33148.1	KAF7456420.1	EAL38034.1	EEA05322.1	EAK90328.1	OII74866.1	*	*	*	*	CDJ66871.1	*	CDJ45128.1	EZG72879.1	CBZ53225.1	VUC57284.1	CDR14965.1	ANQ08585.1	GAB66827.1	CAD51603.1	KJP87500.1	KYO02436.1	CRG93008.1	EUD68363.1	CAA9988595.1	SCN44709.1	KYO01640.1	CRH00424.1	SOV11857.1	VEV57996.1	EDL43991.1	VTZ80218.1	KAH0482149.1,KAH0482150.1	KAH0471399.1,KAH0471400.1	CAI73768.1	AFZ80316.1	BAM38794.1	EAN33527.1	EPT29114.1	full_gca_44	39	41	10	karyopherin beta, putative
42	42	0.369	*	EDO08261.1	SIO73652.1	GBE58878.1	*	PFH33551.1	KAF7457742.1	EAL36184.1	EEA07807.1	EAK88569.1	OII74646.1	CDI78351.1	CDJ52935.1	CDJ57233.1	CDJ30445.1	CDJ67022.1	CDI79538.1	CDJ42048.1	EZG68161.1	CBZ51726.1	VUC56677.1	CDR14018.1	ANQ09291.1	GAB67291.1	CAG25081.1	KJP85765.1	KYO01963.1	CRG93844.1	EUD68581.1	CAA9989058.1	SCO93117.1	KYO01148.1	CRH00870.1	SOV12677.1	VEV57383.1	EDL46550.1	VTZ79543.1	KAH0480747.1	KAH0482380.1	CAI76626.1	AFZ81301.1	BAM41944.1	EAN31959.1	EPT29208.1	full_gca_44	42	42	10	pyruvate kinase, putative
26	26	0.471	CDR95637.1	EDO05443.1	CCF73979.1	GBE61202.1	ORM42282.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	VUC57956.1	CDR16041.1	ANQ09369.1	GAB67630.1	CAX64345.1	KJP85910.1	KYN97209.1	CRG95145.1	EUD67736.1	CAA9989900.1	SCO93622.1	KYN94862.1	CRH01653.1	SOV18140.1	VEV58659.1	EDL44490.1	VTZ80994.1	*	*	CAI73607.1	AFZ80053.1	BAM38960.1	EAN33720.1	*	full_gca_44	26	26	3	U4/U6 small nuclear ribonucleoprotein PRP4, putative
36	37	0.409	CDR93952.1	EDO06700.1	CTQ41009.1	GBE60867.1	ORM40987.1,ORM40883.1	PFH31960.1	KAF7455931.1	*	EEA05473.1	EAK89316.1	OII72577.1	*	*	*	*	*	*	*	EZG68303.1	CBZ51496.1	VUC53902.1	CDR10634.1	ANQ05988.1	GAB64567.1	CAD49065.1	KJP85357.1	KYO03750.1	CRG93361.1	EUD64722.1	CAA9986296.1	SBT87087.1	KYO03436.1	CRH03038.1	SOV10260.1	VEV54589.1	EDL43800.1	VTZ71681.1	KAH0477120.1	KAH0474553.1	CAI74786.1	AFZ79071.1	BAM39916.1	EAN32484.1	EPT28114.1	full_gca_44	36	37	9	transcription initiation factor TFIIB, putative
40	41	0.446	CDR96648.1	EDO08399.1	SIO73713.1	GBE58708.1	ORM40217.1	PFH31202.1	KAF7456497.1	EAL36810.1	EEA05357.1	EAK89484.1	OII73740.1	CDI84359.1	CDJ47294.1	*	*	*	*	CDJ38881.1	EZG67636.1	CBZ50299.1	VUC57637.1	CDR15556.1	ANQ09761.1	GAB67965.1	CZU00316.1	KJP88477.1	KYN96208.1	CRG94816.1	EUD69301.1	CAA9989526.1	SCO93953.1	KYN94269.1	CRH01305.1	SOV19732.1	VEV58334.1	EDL46040.1	VTZ80671.1	KAH0486047.1	KAH0488134.1,KAH0488137.1	CAI76750.1	AFZ81583.1	BAM41806.1	EAN32093.2	EPT31827.1	full_gca_44	40	41	10	valine--tRNA ligase, putative
23	23	0.402	*	*	*	*	*	PFH37025.1	*	*	*	*	*	CDI83279.1	CDJ51382.1	CDJ61906.1	CDJ34872.1	*	*	*	*	CBZ54786.1	VUC58698.1	CDR17195.1	ANQ10797.1	GAB69321.1	CZT99660.1	KJP87580.1	KYN98286.1	CRG97133.1	EUD64636.1	CAA9991302.1	SCP03776.1	*	CRH02923.1	SOV17145.1	VEV59410.1	EDL44304.1	VTZ81969.1	*	*	*	*	*	*	EPT26482.1	full_gca_44	23	23	5	AP-3 complex subunit sigma, putative
40	40	0.474	CDR97797.1	EDO05727.1	SJK85787.1	GBE62161.1	ORM40620.1	PFH33556.1	KAF7457844.1	EAL36199.1	EEA06891.1	EAK90409.1	OII73955.1	*	CDJ49262.1	CDJ56667.1	CDJ35013.1	*	*	*	EZG56010.1	CBZ55519.1	VUC55510.1	CDR12897.1	ANQ07385.1	GAB65913.1	CAD52016.1	KJP86770.1	KYO00319.1	CRG96891.1	EUD64685.1	CAA9987619.1	SBT87996.1	KYN98640.1	CRG99555.1	SOV14514.1	VEV56164.1	EDL42322.1	VTZ77764.1	KAH0478122.1	KAH0471527.1	CAI73881.1	AFZ80466.1	BAM38675.1	EAN33399.2	EPT25595.1	full_gca_44	40	40	10	TFIIH basal transcription factor complex helicase XPD subunit, putative
28	29	0.67	CDR94215.1	EDO06458.1	CCF73118.1	*	ORM40520.1	PFH32245.1	*	*	*	*	*	*	*	CDJ57594.1	*	*	*	CDJ37386.1	*	CBZ51430.1	VUC56374.1	CDU21861.1	ANQ10675.1	GAB68647.1	CZT99749.1	KJP88543.1	KYN95654.1	CRG95564.1	EUD65842.1	CAA9990563.1	SCP02892.1	KYN93700.1	CRH04092.1	SOV18599.1,SOV20138.1	VEV57084.1	EDL47179.1	VTZ79126.1	*	*	CAI76113.1	*	*	EAN31398.1	EPT31114.1	full_gca_44	28	29	7	mitochondrial ribosomal protein L16 precursor, putative
24	24	0.512	*	*	CCF73851.1	*	*	*	*	EAL36650.1	EEA04712.1	EAK87580.1	OII75487.1	*	*	*	*	*	*	*	EZG68069.1	*	VUC55335.1	CDR12638.1	ANQ07584.1	*	CAD51849.1	KJP88638.1	KYO00153.1	CRG96715.1	EUD67989.1	CAA9987437.1	SBT87820.1	KYN98454.1	CRG99377.1	SOV14216.1	VEV55989.1	EDL44974.1	VTZ77414.1	KAH0471928.1	KAH0487837.1	*	*	*	*	*	full_gca_44	24	24	5	methyltransferase, putative
36	38	0.663	CDR93929.1	EDO06721.1	SJK86405.1	*	ORM41009.1,ORM40944.1	PFH32051.1	KAF7459320.1	EAL37973.1	EEA05978.1	EAK87936.1	OII72057.1	*	*	*	*	*	*	*	EZG71894.1	CBZ51183.1	VUC58468.1	CDR16872.1	ANQ11203.1	GAB69087.1	CZT99417.1	KJP88029.1	KYN98060.1	CRG93562.1	EUD69110.1	CAA9991047.1	SCP03541.1	KYN95362.1	CRH02680.1	SOV16906.1	VEV59183.1	EDL47619.1	VTZ81740.1	KAH0480662.1,KAH0480663.1	KAH0472048.1	CAI74293.1	AFZ79661.1	BAM40439.1	EAN32972.1	EPT28015.1	full_gca_44	36	38	9	ubiquitin-activating enzyme E1, putative
38	39	0.495	CDR95110.1	EDO06227.1	CCF75914.1	GBE61668.1	*	PFH32067.1	KAF7456154.1	*	EEA07852.1	EAZ51346.1	OII74691.1	CDI79111.1	*	*	CDJ30986.1	*	*	CDJ44064.1	EZG88194.1	CBZ51170.1	VUC57229.1	CDR14883.1	ANQ08711.1	GAB66884.1	VWP73382.1	KJP87178.1	KYO02378.1	CRG97962.1	EUD68305.1	CAA9988655.1	SCN44821.1	KYO01584.1	CRH00481.1	SOV11752.1	VEV57941.1	EDL44047.1	VTZ80163.1	KAH0487570.1	KAH0478475.1,KAH0478476.1	CAI76362.1	AFZ81171.1	BAM42212.1	EAN31667.1	EPT27997.1	full_gca_44	38	39	10	proteasome subunit beta type-1, putative
39	39	0.468	*	EDO06596.1	CTQ40684.1	*	*	PFH37637.1	KAF7457224.1	EAL38218.1	EEA05025.1	EAK88144.1	OII71311.1	CDI82313.1	CDJ54049.1	CDJ60423.1	CDJ36463.1	CDJ68048.1	CDI75046.1	CDJ36967.1	EZG43720.1	CBZ56027.1	VUC57075.1	CDR14660.1	ANQ07990.1	GAB66128.1	CAB39069.1	KJP87085.1	KYO03322.1	CRG94250.1	EUD67372.1	CAA9987842.1	SCN12227.1	KYO02703.1	CRG99746.1	SOV11024.1	VEV57786.1	EDL44777.1	VTZ80009.1	*	*	CAI74369.1	AFZ79568.1	BAM40342.1	EAN32894.1	EPT25459.1	full_gca_44	39	39	9	histone H2A, putative
43	43	0.391	CDR94259.1	EDO07182.1	CTQ40744.1	GBE60586.1	ORM42012.1	PFH35298.1	KAF7456673.1	EAL37605.1	EEA07963.1	EAZ51528.1	OII73197.1	CDI80997.1	CDJ54167.1	CDJ59018.1	CDJ29073.1	CDJ68596.1	*	CDJ43238.1	EZG44247.1	CBZ54355.1	VUC58453.1	CDR16850.1	ANQ11100.1	GAB69072.1	CZT99402.1	KJP88013.1	KYN98046.1	CRG93547.1	EUD69095.1	CAA9991031.1	SCP03526.1	KYN95348.1	CRH02665.1	SOV16891.1	VEV59168.1	EDL47604.1	VTZ81725.1	KAH0473270.1	KAH0486803.1	CAI73150.1	EKX74089.1	BAM39438.1	EAN34183.1	EPT26984.1	full_gca_44	43	43	10	polyadenylate-binding protein, putative
37	38	0.378	CDR95343.1	EDO06419.1	CCF76159.2	GBE61455.1	ORM40638.1	PFH35672.1	*	EAL36338.1	EEA07490.1	EAZ51334.1	OII74631.1	CDI76212.1	*	*	*	CDJ68579.1	*	CDJ43437.1	EZG46750.1	CBZ53872.1	VUC57083.1	CDR14671.1	*	GAB66136.1	CAB39075.2	KJP87093.1	KYO03314.1	CRG94258.1	EUD67365.1	CAA9987854.1	SCN12235.1	KYO02695.1	CRG99754.1	SOV11008.1	*	EDL44785.1	VTZ80017.1	KAH0487548.1,KAH0487549.1	KAH0478698.1	CAI74698.1	AFZ79150.1	BAM40002.1	EAN32573.1	EPT28388.1	full_gca_44	37	38	10	vesicle transport protein, putative
39	39	0.342	CDR94876.1	EDO06015.1	SJK86136.1	GBE61931.1	*	PFH34008.1	KAF7457395.1	EAL36884.1	EEA08244.1	EAK88596.1	OII74814.1	CDI82869.1	CDJ49735.1	*	CDJ28441.1	CDJ69022.1	CDI74184.1	CDJ37342.1	*	CBZ54994.1	VUC54769.1	CDR11629.1	ANQ06560.1	GAB68321.1	CZT99271.1	KJP86640.1	KYN97926.1	CRG95898.1	*	CAA9990148.1	SCP02562.1	KYN95221.1	CRG85411.1	SOV16643.1	VEV55474.1	EDL46855.1	VTZ75318.1	KAH0482498.1	*	CAI76554.1	AFZ81376.1	BAM42019.1	EAN31877.2	EPT26226.1	full_gca_44	39	39	9	GPI mannosyltransferase 1, putative
34	34	0.473	CDR94966.1	EDO06089.1	SJK86063.1	GBE61836.1	ORM41539.1	PFH36207.1	*	*	*	*	*	CDI77366.1	*	CDJ61651.1	CDJ27498.1	CDJ67112.1	*	CDJ40859.1	*	CBZ50563.1	VUC54247.1	CDR11173.1	ANQ07898.1	GAB66294.1	CAB38991.1	KJP85224.1	KYO03156.1	CRG95265.1	EUD65729.1	CAA9988032.1	SCN12395.1	KYO02536.1	CRG99890.1	SOV10691.1	VEV54935.1	EDL43332.1	VTZ73192.1	*	*	CAI76494.1	AFZ81444.1	BAM42082.1	EAN31809.1	EPT31534.1	full_gca_44	34	34	7	lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, putative
40	40	0.569	CDR97671.1	EDO07014.1	CTQ41243.1	GBE62256.1	ORM40579.1	PFH32096.1	*	*	EEA06569.1	EAZ51237.1	OII71664.1	CDI81970.1	*	CDJ61767.1	CDJ27153.1	CDJ68233.1	*	CDJ44142.1	EZG65918.1	CBZ51118.1	VUC58248.1	CDR16548.1	ANQ10025.1	GAB68869.1	CAD52353.1	KJP88169.1	KYN97005.1	CRG97596.1	EUD68895.1	CAA9990812.1	SCP03319.1	KYN94647.1	CRH02456.1	SOV17686.1	VEV58964.1	EDL47404.1	VTZ81520.1	KAH0472979.1	KAH0473106.1	CAI72889.1	EKX74372.1	BAM39691.1	EAN34442.1	EPT27963.1	full_gca_44	40	40	10	ras-related protein Rab-11A, putative
38	40	0.436	CDR96313.1	EDO07648.1	SJK86381.1	*	*	PFH35601.1	KAF7456408.1	EAL37715.1	EEA05647.1	EAK89443.1	OII73681.1	CDI77855.1	CDJ51194.1	CDJ59538.1	CDJ27061.1	*	*	*	EZG55379.1	CBZ53925.1	VUC56549.1	CDR13832.1	ANQ08636.1	GAB66935.1	CAX63957.1	KJP87125.1	KYO02326.1	CRG97909.1	EUD68254.1	CAA9988705.1	SCN44930.1	KYO01559.1	CRH00535.1	SOV11652.1	VEV57255.1	EDL44098.1	VTZ79416.1	KAH0482458.1,KAH0482459.1	KAH0473456.1,KAH0473458.1	CAI75987.1	EKX73176.1	*	EAN30619.2	EPT28324.1	full_gca_44	38	40	10	conserved Plasmodium protein, unknown function
38	41	0.54	CDR93974.1	EDO06675.1	SJK86432.1	GBE60839.1	ORM40835.1,ORM41003.1	PFH37113.1	KAF7459390.1	EAL37408.1	EEA06279.1	EAK90136.1	OII73111.1	CDI83560.1	*	CDJ58488.1	*	*	*	*	EZG69093.1	CBZ54724.1	VUC53791.1	CDR10448.1	ANQ09292.1	*	CAG25240.1	KJP88933.1	KYO01764.1	CRG93650.1	EUD66337.1	CAA9989259.1	SCO93306.1	KYO00947.1	CRH01064.1	SOV12401.1	VEV54458.1	EDL46367.1	VTZ71495.1	KAH0471857.1,KAH0471858.1	KAH0471493.1,KAH0471494.1	CAI74809.1	AFZ79052.1	BAM39893.1	EAN32462.2	EPT26559.1	full_gca_44	38	41	10	translation initiation factor IF-2, putative
42	42	0.29	CDR96800.1	EDO08255.1	SIO73648.1	GBE58871.1	ORM40049.1	PFH37185.1	KAF7458798.1	EAL36112.1	EEA05126.1	EAK89597.1	OII72818.1	CDI83507.1	CDJ49156.1	CDJ61320.1	CDJ33855.1	CDJ64213.1	CDI73818.1	CDJ36991.1	EZG78189.1	CBZ54659.1	VUC56656.1	CDR13987.1	*	GAB67312.1	CAG25058.1	KJP85734.1	KYO01941.1	CRG93822.1	EUD68558.1	CAA9989084.1	SCO93139.1	KYO01126.1	CRH00892.1	SOV12655.1	VEV57361.1	EDL46529.1	VTZ79522.1	KAH0476274.1	KAH0484117.1	CAI76632.1	AFZ81295.1	*	EAN31966.1	EPT26632.1	full_gca_44	42	42	10	SNF2 helicase, putative
22	22	0.543	*	*	*	*	*	*	KAF7459002.1	EAL36214.1	*	EAK88221.1	OII75445.1	*	*	*	*	*	*	*	EZG70158.1	*	VUC56795.1	CDR14198.1	ANQ09351.1	GAB67171.1	CAD52734.1	KJP87299.1	KYN97376.1	CRG93970.1	EUD68702.1	CAA9988928.1	SCO92996.1	KYN95029.1	CRH00746.1	SOV18433.1	VEV57500.1	EDL46670.1	VTZ79661.1	*	*	*	*	*	*	*	full_gca_44	22	22	3	actin-depolymerizing factor 2
