# Species	Genes	Alg.-Conn.	GCF_000956335.1_Plas_frag_nilgiri_V1_protein.faa	GCF_001680005.1_ASM168000v1_protein.faa	GCF_900002335.2_PCHAS01_protein.faa	GCF_900005855.1_PGAL8A_protein.faa	GCF_900090045.1_PmUG01_protein.faa
5	5	0.808	XP_012333354.1	XP_019916308.1	XP_016654816.1	XP_028530231.1	XP_028864111.1
5	5	0.873	XP_012333356.1	XP_019916322.1	XP_016654815.1	XP_028530229.1	XP_028864109.1
5	5	0.634	XP_012333357.1	XP_019916932.1	XP_016654814.1	XP_028530228.1	XP_028864108.1
5	5	0.933	XP_012333359.1	XP_019916848.1	XP_016654813.1	XP_028530226.1	XP_028864106.1
5	5	0.81	XP_012333246.1	XP_019916238.1	XP_016654861.1	XP_028530340.1	XP_028864217.1
5	5	0.835	XP_012333361.1	XP_019916258.1	XP_016654811.1	XP_028530224.1	XP_028864104.1
5	5	0.814	XP_012333363.1	XP_019916648.1	XP_016654810.1	XP_028530222.1	XP_028864102.1
5	5	0.852	XP_012333364.1	XP_019916946.1	XP_016654809.1	XP_028530221.1	XP_028864101.1
5	5	0.868	XP_012333365.1	XP_019916071.1	XP_016654808.1	XP_028530220.1	XP_028864100.1
5	5	0.92	XP_012333366.1	XP_019916524.1	XP_016654807.1	XP_028530218.1	XP_028864098.1
5	5	0.808	XP_012333367.1	XP_019916830.1	XP_016654806.1	XP_028530217.1	XP_028864097.1
5	5	0.903	XP_012333370.1	XP_019916756.1	XP_016654805.1	XP_028530214.1	XP_028864094.1
3	3	0.353	XP_012333386.1	XP_019916792.1	XP_016654803.1	*	*
5	5	0.434	XP_012337907.1	XP_019916202.1	XP_016654909.1	XP_028530455.1	XP_028864329.1
5	5	0.851	XP_012336965.1	XP_019916507.1	XP_016654919.1	XP_028530475.1	XP_028864348.1
5	5	0.823	XP_012336966.1	XP_019916216.1	XP_016654918.1	XP_028530474.1	XP_028864347.1
5	5	0.846	XP_012338445.1	XP_019916427.1	XP_016654917.1	XP_028530472.1	XP_028864346.1
5	5	0.811	XP_012338444.1	XP_019916133.1	XP_016654916.1	XP_028530471.1	XP_028864345.1
5	5	0.81	XP_012338443.1	XP_019916891.1	XP_016654915.1	XP_028530470.1	XP_028864344.1
5	5	0.881	XP_012338440.1	XP_019917051.1	XP_016654914.1	XP_028530467.1	XP_028864341.1
5	5	0.879	XP_012337897.1	XP_019916762.1	XP_016654913.1	XP_028530466.1	XP_028864340.1
5	5	0.884	XP_012337898.1	XP_019916461.1	XP_016654912.1	XP_028530465.1	XP_028864339.1
5	5	0.821	XP_012337899.1	XP_019916251.1	XP_016654910.1	XP_028530463.1	XP_028864337.1
5	5	0.892	XP_012336964.1	XP_019916138.1	XP_016654920.1	XP_028530476.1	XP_028864349.1
5	5	0.87	XP_012337909.1	XP_019916881.1	XP_016654908.1	XP_028530453.1	XP_028864327.1
5	5	0.674	XP_012337910.1	XP_019916574.1	XP_016654907.1	XP_028530452.1	XP_028864326.1
5	5	0.814	XP_012337911.1	XP_019916535.1	XP_016654906.1	XP_028530451.1	XP_028864325.1
5	5	0.844	XP_012333080.1	XP_019914822.1	XP_016654905.1	XP_028529118.1	XP_028861680.1
5	5	0.829	XP_012337917.1	XP_019916368.1	XP_016654904.1	XP_028530446.1	XP_028864320.1
5	5	0.845	XP_012337919.1	XP_019916838.1	XP_016654903.1	XP_028530444.1	XP_028864318.1
5	5	0.754	XP_012337799.1	XP_019916355.1	XP_016654900.1	XP_028530425.1	XP_028864301.1
5	5	0.887	XP_012337801.1	XP_019916910.1	XP_016654899.1	XP_028530423.1	XP_028864299.1
5	5	0.953	XP_012336945.1	XP_019916899.1	XP_016654929.1	XP_028530495.1	XP_028864368.1
5	5	0.793	XP_012336158.1	XP_019917589.1	XP_016654945.1	XP_028530532.1	XP_028864405.1
5	5	0.88	XP_012336156.1	XP_019917598.1	XP_016654944.1	XP_028530530.1	XP_028864403.1
5	5	0.825	XP_012336149.1	XP_019917780.1	XP_016654942.1	XP_028530523.1	XP_028864396.1
5	5	0.857	XP_012336147.1	XP_019917603.1	XP_016654941.1	XP_028530521.1	XP_028864394.1
5	5	0.498	XP_012336923.1	XP_019917483.1	XP_016654940.1	XP_028530518.1	XP_028864391.1
5	5	0.811	XP_012336927.1	XP_019917690.1	XP_016654936.1	XP_028530513.1	XP_028864386.1
5	5	0.909	XP_012336928.1	XP_019917658.1	XP_016654935.1	XP_028530512.1	XP_028864385.1
5	5	0.847	XP_012336929.1	XP_019917537.1	XP_016654934.1	XP_028530511.1	XP_028864384.1
5	5	0.82	XP_012336937.1	XP_019917490.1	XP_016654932.1	XP_028530503.1	XP_028864376.1
5	5	0.875	XP_012337802.1	XP_019916570.1	XP_016654898.1	XP_028530422.1	XP_028864298.1
5	5	0.841	XP_012336951.1	XP_019916551.1	XP_016654928.1	XP_028530489.1	XP_028864362.1
5	5	0.621	XP_012336952.1	XP_019916264.1	XP_016654927.1	XP_028530488.1	XP_028864361.1
5	5	0.867	XP_012336954.1	XP_019916854.1	XP_016654926.1	XP_028530486.1	XP_028864359.1
5	5	0.696	XP_012336955.1	XP_019916635.1	XP_016654925.1	XP_028530485.1	XP_028864358.1
5	5	0.873	XP_012336957.1	XP_019916428.1	XP_016654924.1	XP_028530483.1	XP_028864356.1
5	5	0.848	XP_012336959.1	XP_019917017.1	XP_016654923.1	XP_028530481.1	XP_028864354.1
5	5	0.777	XP_012336961.1	XP_019916304.1	XP_016654922.1	XP_028530479.1	XP_028864352.1
5	5	0.893	XP_012336962.1	XP_019916590.1	XP_016654921.1	XP_028530478.1	XP_028864351.1
5	5	0.772	XP_012335215.1	XP_019916446.1	XP_016654870.1	XP_028530354.1	XP_028864231.1
5	5	0.571	XP_012335186.1	XP_019916271.1	XP_016654879.1	XP_028530383.1	XP_028864260.1
5	5	0.86	XP_012335190.1	XP_019917041.1	XP_016654878.1	XP_028530379.1	XP_028864256.1
4	4	0.607	XP_012335193.1	*	XP_016654877.1	XP_028530376.1	XP_028864253.1
5	5	0.834	XP_012335200.1	XP_019916402.1	XP_016654876.1	XP_028530369.1	XP_028864246.1
5	5	0.71	XP_012335202.1	XP_019916739.1	XP_016654875.1	XP_028530367.1	XP_028864244.1
5	5	0.86	XP_012335205.1	XP_019917031.1	XP_016654874.1	XP_028530364.1	XP_028864241.1
5	5	0.882	XP_012335210.1	XP_019916752.1	XP_016654873.1	XP_028530359.1	XP_028864236.1
5	5	0.802	XP_012335212.1	XP_019916743.1	XP_016654872.1	XP_028530357.1	XP_028864234.1
5	5	0.854	XP_012335214.1	XP_019916156.1	XP_016654871.1	XP_028530355.1	XP_028864232.1
5	5	0.866	XP_012335184.1	XP_019916734.1	XP_016654880.1	XP_028530385.1	XP_028864262.1
5	5	0.869	XP_012335216.1	XP_019916870.1	XP_016654869.1	XP_028530353.1	XP_028864230.1
5	5	0.824	XP_012335218.1	XP_019916280.1	XP_016654868.1	XP_028530351.1	XP_028864228.1
5	5	0.917	XP_012335219.1	XP_019916566.1	XP_016654867.1	XP_028530350.1	XP_028864227.1
5	5	0.763	XP_012335222.1	XP_019916188.1	XP_016654866.1	XP_028530347.1	XP_028864224.1
5	5	0.707	XP_012335223.1	XP_019916947.1	XP_016654865.1	XP_028530346.1	XP_028864223.1
5	5	0.886	XP_012335224.1	XP_019916653.1	XP_016654864.1	XP_028530345.1	XP_028864222.1
5	5	0.728	XP_012335225.1	XP_019916361.1	XP_016654863.1	XP_028530344.1	XP_028864221.1
5	5	0.86	XP_012335227.1	XP_019916832.1	XP_016654862.1	XP_028530342.1	XP_028864219.1
5	5	0.622	XP_012335168.1	XP_019916093.1	XP_016654889.1	XP_028530402.1	XP_028864279.1
5	5	0.801	XP_012337805.1	XP_019916310.1	XP_016654897.1	XP_028530419.1	XP_028864295.1
5	5	0.874	XP_012335158.1	XP_019916270.1	XP_016654896.1	XP_028530412.1	XP_028864289.1
5	5	0.823	XP_012335159.1	XP_019917026.1	XP_016654895.1	XP_028530411.1	XP_028864288.1
5	5	0.835	XP_012335160.1	XP_019916733.1	XP_016654894.1	XP_028530410.1	XP_028864287.1
5	5	0.663	XP_012335161.1	XP_019916989.1	XP_016654893.1	XP_028530409.1	XP_028864286.1
5	5	0.888	XP_012335163.1	XP_019916452.1	XP_016654892.1	XP_028530407.1	XP_028864284.1
5	5	0.779	XP_012335164.1	XP_019916514.1	XP_016654891.1	XP_028530406.1	XP_028864283.1
5	5	0.828	XP_012335165.1	XP_019916069.1	XP_016654890.1	XP_028530405.1	XP_028864282.1
5	5	0.628	XP_012337133.1	XP_019916356.1	XP_016654746.1	XP_028527996.1	XP_028862865.1
5	5	0.903	XP_012335170.1	XP_019916545.1	XP_016654888.1	XP_028530400.1	XP_028864277.1
5	5	0.828	XP_012335171.1	XP_019916312.1	XP_016654887.1	XP_028530399.1	XP_028864276.1
5	5	0.808	XP_012335173.1	XP_019916720.1	XP_016654886.1	XP_028530397.1	XP_028864274.1
5	5	0.692	XP_012335174.1	XP_019916423.1	XP_016654885.1	XP_028530396.1	XP_028864273.1
5	5	0.873	XP_012335177.1	XP_019916131.1	XP_016654884.1	XP_028530393.1	XP_028864270.1
5	5	0.824	XP_012335178.1	XP_019916822.1	XP_016654883.1	XP_028530392.1	XP_028864269.1
5	5	0.951	XP_012335181.1	XP_019916896.1	XP_016654882.1	XP_028530388.1	XP_028864265.1
5	5	0.901	XP_012335183.1	XP_019916440.1	XP_016654881.1	XP_028530386.1	XP_028864263.1
5	5	0.823	XP_012333508.1	XP_019916579.1	XP_016654622.1	XP_028527726.1	XP_028863136.1
5	5	0.443	XP_012333492.1	XP_019916658.1	XP_016654634.1	XP_028527745.1	XP_028863117.1
5	5	0.726	XP_012333497.1	XP_019917050.1	XP_016654632.1	XP_028527740.1	XP_028863122.1
5	5	0.755	XP_012333499.1	XP_019916869.1	XP_016654631.1	XP_028527738.1	XP_028863124.1
5	5	0.902	XP_012333500.1	XP_019916153.1	XP_016654630.1	XP_028527737.1	XP_028863125.1
5	5	0.424	XP_012333501.1	XP_019916638.1	XP_016654629.1	XP_028527736.1	XP_028863126.1
5	5	0.875	XP_012333502.1	XP_019916975.1	XP_016654627.1	XP_028527734.1	XP_028863128.1
5	5	0.734	XP_012333503.1	XP_019916499.1	XP_016654626.1	XP_028527733.1	XP_028863129.1
5	5	0.405	XP_012333504.1	XP_019916859.1	XP_016654625.1	XP_028527731.1	XP_028863131.1
5	5	0.885	XP_012333507.1	XP_019916482.1	XP_016654623.1	XP_028527727.1	XP_028863135.1
5	5	0.873	XP_012333489.1	XP_019916471.1	XP_016654635.1	XP_028527749.1	XP_028863113.1
5	5	0.886	XP_012333509.1	XP_019916262.1	XP_016654621.1	XP_028527725.1	XP_028863137.1
5	5	0.736	XP_012333512.1	XP_019916288.1	XP_016654620.1	XP_028527722.1	XP_028863140.1
5	5	0.824	XP_012333514.1	XP_019916811.1	XP_016654619.1	XP_028527721.1	XP_028863141.1
5	5	0.854	XP_012333515.1	XP_019916933.1	XP_016654618.1	XP_028527720.1	XP_028863142.1
5	5	0.899	XP_012333518.1	XP_019916297.1	XP_016654617.1	XP_028527717.1	XP_028863145.1
5	5	0.892	XP_012333519.1	XP_019916582.1	XP_016654616.1	XP_028527716.1	XP_028863146.1
5	5	0.598	XP_012333520.1	XP_019916626.1	XP_016654615.1	XP_028527715.1	XP_028863147.1
5	5	0.857	XP_012333521.1	XP_019916928.1	XP_016654614.1	XP_028527714.1	XP_028863148.1
5	5	0.888	XP_012333469.1	XP_019916207.1	XP_016654647.1	XP_028527769.1	XP_028863094.1
5	5	0.726	XP_012333440.1	XP_019916820.1	XP_016654658.1	XP_028527796.1	XP_028863067.1
5	5	0.899	XP_012333444.1	XP_019916122.1	XP_016654656.1	XP_028527792.1	XP_028863071.1
5	5	0.83	XP_012333455.1	XP_019916800.1	XP_016654654.1	XP_028527782.1	XP_028863081.1
5	5	0.857	XP_012333457.1	XP_019916275.1	XP_016654653.1	XP_028527780.1	XP_028863083.1
4	4	0.838	XP_012333458.1	XP_019916609.1	XP_016654652.1	*	XP_028863084.1
5	5	0.498	XP_012333460.1	XP_019916944.1	XP_016654651.1	XP_028527778.1	XP_028863085.1
5	5	0.772	XP_012333461.1	XP_019916242.1	XP_016654650.1	XP_028527777.1	XP_028863086.1
5	5	0.886	XP_012333462.1	XP_019917086.1	XP_016654649.1	XP_028527776.1	XP_028863087.1
5	5	0.817	XP_012333466.1	XP_019916876.1	XP_016654648.1	XP_028527772.1	XP_028863091.1
5	5	0.887	XP_012333522.1	XP_019916172.1	XP_016654613.1	XP_028527713.1	XP_028863149.1
5	5	0.815	XP_012333472.1	XP_019916853.1	XP_016654646.1	XP_028527766.1	XP_028863097.1
5	5	0.879	XP_012333474.1	XP_019917000.1	XP_016654644.1	XP_028527763.1	XP_028863100.1
5	5	0.817	XP_012333478.1	XP_019916637.1	XP_016654643.1	XP_028527761.1	XP_028863103.1
5	5	0.925	XP_012333480.1	XP_019916552.1	XP_016654641.1	XP_028527759.1	XP_028863105.1
5	5	0.876	XP_012333481.1	XP_019916565.1	XP_016654640.1	XP_028527758.1	XP_028863106.1
5	5	0.917	XP_012333483.1	XP_019916630.1	XP_016654639.1	XP_028527756.1	XP_028863108.1
5	5	0.696	XP_012333484.1	XP_019916968.1	XP_016654638.1	XP_028527755.1	XP_028863109.1
5	5	0.87	XP_012333485.1	XP_019916470.1	XP_016654637.1	XP_028527753.1	XP_028863110.1
5	5	0.728	XP_012337027.1	XP_019916539.1	XP_016654579.1	XP_028527658.1	XP_028863203.1
5	5	0.874	XP_012338224.1	XP_019916771.1	XP_016654589.1	XP_028527675.1	XP_028863186.1
5	5	0.841	XP_012337013.1	XP_019916775.1	XP_016654588.1	XP_028527673.1	XP_028863188.1
5	5	0.802	XP_012337014.1	XP_019917022.1	XP_016654587.1	XP_028527672.1	XP_028863189.1
5	5	0.934	XP_012337015.1	XP_019916879.1	XP_016654585.1	XP_028527670.1	XP_028863191.1
5	5	0.869	XP_012337016.1	XP_019916839.1	XP_016654584.1	XP_028527669.1	XP_028863192.1
5	5	0.804	XP_012337017.1	XP_019916533.1	XP_016654583.1	XP_028527668.1	XP_028863193.1
5	5	0.658	XP_012337019.1	XP_019916431.1	XP_016654582.1	XP_028527666.1	XP_028863195.1
5	5	0.93	XP_012337020.1	XP_019916652.1	XP_016654581.1	XP_028527665.1	XP_028863196.1
5	5	0.828	XP_012337025.1	XP_019916088.1	XP_016654580.1	XP_028527660.1	XP_028863201.1
5	5	0.583	XP_012338223.1	XP_019916995.1	XP_016654590.1	XP_028527676.1	XP_028863185.1
5	5	0.509	XP_012337028.1	XP_019916716.1	XP_016654578.1	XP_028527657.1	XP_028863204.1
5	5	0.824	XP_012337029.1	XP_019917005.1	XP_016654577.1	XP_028527656.1	XP_028863205.1
5	5	0.759	XP_012337030.1	XP_019916999.1	XP_016654576.1	XP_028527655.1	XP_028863206.1
5	5	0.839	XP_012337031.1	XP_019916664.1	XP_016654575.1	XP_028527654.1	XP_028863207.1
5	5	0.707	XP_012337036.1	XP_019916922.1	XP_016654573.1	XP_028527648.1	XP_028863213.1
5	5	0.917	XP_012337033.1	XP_019916307.1	XP_016654567.1	XP_028527651.1	XP_028863210.1
5	5	0.838	XP_012337040.1	XP_019916542.1	XP_016654560.1	XP_028527644.1	XP_028863217.1
5	5	0.654	XP_012337041.1	XP_019916165.1	XP_016654559.1	XP_028527643.1	XP_028863218.1
5	5	0.887	XP_012338134.1	XP_019916489.1	XP_016654602.1	XP_028527695.1	XP_028863167.1
5	5	0.859	XP_012333523.1	XP_019916457.1	XP_016654612.1	XP_028527712.1	XP_028863150.1
5	5	0.928	XP_012333525.1	XP_019916804.1	XP_016654610.1	XP_028527710.1	XP_028863152.1
5	5	0.955	XP_012333527.1	XP_019916464.1	XP_016654609.1	XP_028527708.1	XP_028863154.1
5	5	0.877	XP_012338124.1	XP_019916496.1	XP_016654607.1	XP_028527705.1	XP_028863157.1
5	5	0.887	XP_012338126.1	XP_019916395.1	XP_016654606.1	XP_028527703.1	XP_028863159.1
4	4	0.957	XP_012338128.1	XP_019916930.1	XP_016654605.1	*	XP_028863161.1
5	5	0.805	XP_012338130.1	XP_019916366.1	XP_016654604.1	XP_028527699.1	XP_028863163.1
5	5	0.815	XP_012338132.1	XP_019916475.1	XP_016654603.1	XP_028527697.1	XP_028863165.1
5	5	0.873	XP_012333439.1	XP_019916479.1	XP_016654659.1	XP_028527797.1	XP_028863066.1
5	5	0.778	XP_012338135.1	XP_019916662.1	XP_016654601.1	XP_028527694.1	XP_028863168.1
5	5	0.756	XP_012338312.1	XP_019916666.1	XP_016654600.1	XP_028527692.1	XP_028863170.1
5	5	0.911	XP_012338313.1	XP_019916196.1	XP_016654599.1	XP_028527691.1	XP_028863171.1
5	5	0.897	XP_012338314.1	XP_019916912.1	XP_016654598.1	XP_028527690.1	XP_028863172.1
5	5	0.886	XP_012338212.1	XP_019916671.1	XP_016654595.1	XP_028527687.1	XP_028863175.1
5	5	0.915	XP_012338215.1	XP_019916199.1	XP_016654594.1	XP_028527684.1	XP_028863178.1
5	5	0.799	XP_012338220.1	XP_019916121.1	XP_016654592.1	XP_028527679.1	XP_028863182.1
5	5	0.766	XP_012338222.1	XP_019916704.1	XP_016654591.1	XP_028527677.1	XP_028863184.1
5	5	0.715	XP_012336521.1	XP_019916237.1	XP_016654715.1	XP_028527909.1	XP_028862951.1
5	5	0.829	XP_012336542.1	XP_019916900.1	XP_016654725.1	XP_028527933.1	XP_028862929.1
5	5	0.844	XP_012336541.1	XP_019916144.1	XP_016654724.1	XP_028527932.1	XP_028862930.1
5	5	0.792	XP_012336539.1	XP_019916316.1	XP_016654723.1	XP_028527929.1	XP_028862932.1
5	5	0.507	XP_012336536.1	XP_019916424.1	XP_016654722.1	XP_028527926.1	XP_028862935.1
4	4	0.899	XP_012336534.1	*	XP_016654720.1	XP_028527923.1	XP_028862938.1
5	5	0.82	XP_012336530.1	XP_019916163.1	XP_016654719.1	XP_028527919.1	XP_028862942.1
5	5	0.811	XP_012336528.1	XP_019916744.1	XP_016654718.1	XP_028527917.1	XP_028862944.1
5	5	0.847	XP_012336527.1	XP_019917037.1	XP_016654717.1	XP_028527916.1	XP_028862945.1
5	5	0.791	XP_012336523.1	XP_019916319.1	XP_016654716.1	XP_028527911.1	XP_028862949.1
5	5	0.892	XP_012338137.1	XP_019916553.1	XP_016654726.1	XP_028527935.1	XP_028862927.1
5	5	0.882	XP_012336519.1	XP_019916980.1	XP_016654714.1	XP_028527907.1	XP_028862953.1
5	5	0.828	XP_012336518.1	XP_019917075.1	XP_016654713.1	XP_028527906.1	XP_028862954.1
5	5	0.73	XP_012336515.1	XP_019917099.1	XP_016654712.1	XP_028527903.1	XP_028862957.1
5	5	0.765	XP_012336514.1	XP_019916222.1	XP_016654711.1	XP_028527902.1	XP_028862958.1
5	5	0.865	XP_012336513.1	XP_019916513.1	XP_016654710.1	XP_028527901.1	XP_028862959.1
5	5	0.742	XP_012336512.1	XP_019916372.1	XP_016654709.1	XP_028527900.1	XP_028862960.1
5	5	0.659	XP_012336510.1	XP_019916167.1	XP_016654708.1	XP_028527897.1	XP_028862962.1
5	5	0.868	XP_012336507.1	XP_019916411.1	XP_016654707.1	XP_028527894.1	XP_028862965.1
5	5	0.86	XP_012338160.1	XP_019917027.1	XP_016654737.1	XP_028527978.1	XP_028862884.1
5	5	0.466	XP_012337135.1	XP_019916827.1	XP_016654745.1	XP_028527994.1	XP_028862867.1
5	5	0.849	XP_012337140.1	XP_019916992.1	XP_016654744.1	XP_028527990.1	XP_028862872.1
5	5	0.83	XP_012337141.1	XP_019916118.1	XP_016654743.1	XP_028527989.1	XP_028862873.1
5	5	0.952	XP_012338152.1	XP_019916114.1	XP_016654742.1	XP_028527986.1	XP_028862876.1
5	5	0.895	XP_012338153.1	XP_019916866.1	XP_016654741.1	XP_028527985.1	XP_028862877.1
5	5	0.627	XP_012338154.1	XP_019916823.1	XP_016654740.1	XP_028527984.1	XP_028862878.1
5	5	0.928	XP_012338155.1	XP_019916518.1	XP_016654739.1	XP_028527983.1	XP_028862879.1
5	5	0.821	XP_012338158.1	XP_019916445.1	XP_016654738.1	XP_028527980.1	XP_028862882.1
5	5	0.825	XP_012336502.1	XP_019916837.1	XP_016654705.1	XP_028527888.1	XP_028862971.1
5	5	0.838	XP_012338161.1	XP_019916273.1	XP_016654736.1	XP_028527977.1	XP_028862885.1
5	5	0.773	XP_012337490.1	XP_019916398.1	XP_016654735.1	XP_028527973.1	XP_028862889.1
5	5	0.682	XP_012337487.1	XP_019916778.1	XP_016654733.1	XP_028527970.1	XP_028862892.1
5	5	0.733	XP_012337486.1	XP_019917063.1	XP_016654732.1	XP_028527969.1	XP_028862893.1
5	5	0.909	XP_012337470.1	XP_019916721.1	XP_016654730.1	XP_028527953.1	XP_028862909.1
5	5	0.367	XP_012338150.1	XP_019916110.1	XP_016654729.1	XP_028527948.1	XP_028862914.1
5	5	0.746	XP_012338146.1	XP_019916274.1	XP_016654728.1	XP_028527944.1	XP_028862918.1
5	5	0.929	XP_012338138.1	XP_019916266.1	XP_016654727.1	XP_028527936.1	XP_028862926.1
5	5	0.888	XP_012333422.1	XP_019916243.1	XP_016654670.1	XP_028527813.1	XP_028863051.1
5	5	0.637	XP_012337050.1	XP_019916605.1	XP_016654683.1	XP_028527841.1	XP_028863024.1
4	4	0.943	XP_012337049.1	*	XP_016654682.1	XP_028527840.1	XP_028863025.1
5	5	0.607	XP_012333396.1	XP_019916277.1	XP_016654680.1	XP_028527838.1	XP_028863027.1
5	5	0.877	XP_012333401.1	XP_019916873.1	XP_016654679.1	XP_028527832.1	XP_028863033.1
5	5	0.779	XP_012333403.1	XP_019917059.1	XP_016654678.1	XP_028527830.1	XP_028863035.1
5	5	0.884	XP_012333404.1	XP_019916343.1	XP_016654677.1	XP_028527829.1	XP_028863036.1
5	5	0.846	XP_012333405.1	XP_019916745.1	XP_016654676.1	XP_028527828.1	XP_028863037.1
5	5	0.785	XP_012333408.1	XP_019917036.1	XP_016654675.1	XP_028527825.1	XP_028863040.1
5	5	0.789	XP_012333421.1	XP_019916232.1	XP_016654671.1	XP_028527814.1	XP_028863050.1
5	5	0.839	XP_012337051.1	XP_019916969.1	XP_016654684.1	XP_028527842.1	XP_028863023.1
5	5	0.828	XP_012333426.1	XP_019916311.1	XP_016654668.1	XP_028527809.1	XP_028863055.1
5	5	0.773	XP_012333429.1	XP_019916147.1	XP_016654667.1	XP_028527806.1	XP_028863058.1
5	5	0.876	XP_012333430.1	XP_019916438.1	XP_016654666.1	XP_028527805.1	XP_028863059.1
5	5	0.551	XP_012333432.1	XP_019916103.1	XP_016654665.1	XP_028527804.1	XP_028863060.1
5	5	0.563	XP_012333433.1	XP_019916580.1	XP_016654664.1	XP_028527803.1	XP_028863061.1
5	5	0.875	XP_012333434.1	XP_019916786.1	XP_016654663.1	XP_028527802.1	XP_028863062.1
5	5	0.905	XP_012333436.1	XP_019916068.1	XP_016654662.1	XP_028527801.1	XP_028863063.1
5	5	0.744	XP_012333437.1	XP_019916550.1	XP_016654661.1	XP_028527800.1	XP_028863064.1
5	5	0.718	XP_012337077.1	XP_019916405.1	XP_016654694.1	XP_028527868.1	XP_028862998.1
5	5	0.652	XP_012336501.1	XP_019916531.1	XP_016654704.1	XP_028527887.1	XP_028862972.1
5	5	0.9	XP_012336499.1	XP_019916218.1	XP_016654701.1	XP_028527885.1	XP_028862975.1
5	5	0.561	XP_012337096.1	XP_019916917.1	XP_016654700.1	XP_028527883.1	XP_028862977.1
5	5	0.628	XP_012337095.1	XP_019916166.1	XP_016654699.1	XP_028527882.1	XP_028862978.1
5	5	0.86	XP_012337093.1	XP_019916619.1	XP_016654698.1	XP_028527880.1	XP_028862980.1
5	5	0.874	XP_012337086.1	XP_019917082.1	XP_016654697.1	XP_028527878.1	XP_028862988.1
5	5	0.921	XP_012337085.1	XP_019916204.1	XP_016654696.1	XP_028527877.1	XP_028862989.1
5	5	0.683	XP_012337083.1	XP_019916670.1	XP_016654695.1	XP_028527875.1	XP_028862991.1
5	5	0.812	XP_012336167.1	XP_019917486.1	XP_016654946.1	XP_028530540.1	XP_028864413.1
5	5	0.873	XP_012337075.1	XP_019916985.1	XP_016654693.1	XP_028527866.1	XP_028863000.1
5	5	0.646	XP_012337067.1	XP_019916951.1	XP_016654692.1	XP_028527858.1	XP_028863008.1
5	5	0.805	XP_012337064.1	XP_019916286.1	XP_016654691.1	XP_028527855.1	XP_028863010.1
5	5	0.871	XP_012337062.1	XP_019916198.1	XP_016654690.1	XP_028527853.1	XP_028863012.1
5	5	0.521	XP_012337058.1	XP_019916325.1	XP_016654689.1	XP_028527849.1	XP_028863016.1
5	5	0.899	XP_012337057.1	XP_019917073.1	XP_016654688.1	XP_028527848.1	XP_028863017.1
5	5	0.848	XP_012337056.1	XP_019916793.1	XP_016654687.1	XP_028527847.1	XP_028863018.1
5	5	0.721	XP_012337054.1	XP_019917002.1	XP_016654685.1	XP_028527845.1	XP_028863020.1
5	5	0.865	XP_012336714.1	XP_019913751.1	XP_016655207.1	XP_028530120.1	XP_028862190.1
5	5	0.862	XP_012336734.1	XP_019913690.1	XP_016655218.1	XP_028530141.1	XP_028862210.1
5	5	0.786	XP_012336732.1	XP_019913754.1	XP_016655217.1	XP_028530139.1	XP_028862208.1
5	5	0.299	XP_012336731.1	XP_019913787.1	XP_016655216.1	XP_028530138.1	XP_028862207.1
5	5	0.742	XP_012336730.1	XP_019913862.1	XP_016655215.1	XP_028530137.1	XP_028862206.1
5	5	0.856	XP_012336729.1	XP_019913832.1	XP_016655214.1	XP_028530136.1	XP_028862205.1
5	5	0.601	XP_012336727.1	XP_019913703.1	XP_016655213.1	XP_028530134.1	XP_028862203.1
5	5	0.846	XP_012336721.1	XP_019913761.1	XP_016655211.1	XP_028530127.1	XP_028862197.1
5	5	0.811	XP_012336718.1	XP_019913697.1	XP_016655209.1	XP_028530124.1	XP_028862194.1
5	5	0.924	XP_012336717.1	XP_019913660.1	XP_016655208.1	XP_028530123.1	XP_028862193.1
5	5	0.852	XP_012336735.1	XP_019913846.1	XP_016655219.1	XP_028530142.1	XP_028862211.1
5	5	0.872	XP_012336711.1	XP_019913651.1	XP_016655206.1	XP_028530117.1	XP_028862187.1
5	5	0.837	XP_012336710.1	XP_019913879.1	XP_016655205.1	XP_028530116.1	XP_028862186.1
5	5	0.928	XP_012336709.1	XP_019913844.1	XP_016655204.1	XP_028530115.1	XP_028862185.1
5	5	0.714	XP_012336707.1	XP_019913782.1	XP_016655203.1	XP_028530113.1	XP_028862183.1
5	5	0.709	XP_012336703.1	XP_019913854.1	XP_016655201.1	XP_028530109.1	XP_028862179.1
5	5	0.764	XP_012336701.1	XP_019913646.1	XP_016655200.1	XP_028530107.1	XP_028862177.1
5	5	0.81	XP_012336699.1	XP_019913711.1	XP_016655199.1	XP_028530104.1	XP_028862175.1
5	5	0.913	XP_012336698.1	XP_019913745.1	XP_016655198.1	XP_028530103.1	XP_028862174.1
5	5	0.885	XP_012336816.1	XP_019913780.1	XP_016655229.1	XP_028530176.1	XP_028862248.1
5	5	0.791	XP_012336831.1	XP_019913910.1	XP_016655239.1	XP_028530192.1	XP_028862264.1
5	5	0.826	XP_012336829.1	XP_019913705.1	XP_016655237.1	XP_028530189.1	XP_028862261.1
5	5	0.85	XP_012336828.1	XP_019913746.1	XP_016655236.1	XP_028530188.1	XP_028862260.1
5	5	0.904	XP_012336827.1	XP_019913710.1	XP_016655235.1	XP_028530187.1	XP_028862259.1
5	5	0.839	XP_012336826.1	XP_019913878.1	XP_016655234.1	XP_028530186.1	XP_028862258.1
