# Species	Genes	Alg.-Conn.	GCA_000499725.1_EBH001_protein.faa	GCF_000499385.1_ENH001_protein.faa	GCF_000499425.1_EAH001_protein.faa	GCF_000499545.2_ETH001_protein.faa	GCF_000499605.1_EMW001_protein.faa
5	5	0.892	CDJ47283.1	XP_013439156.1	XP_013248931.1	XP_013234071.1	XP_013335249.1
5	5	0.791	CDJ47284.1	XP_013439155.1	XP_013248932.1	XP_013234070.1	XP_013335248.1
5	5	0.764	CDJ47287.1	XP_013439153.1	XP_013248934.1	XP_013234068.1	XP_013335246.1
5	5	0.812	CDJ48677.1	XP_013439152.1	XP_013248930.1	XP_013234067.1	XP_013338075.1
5	5	0.869	CDJ48680.1	XP_013439151.1	XP_013248926.1	XP_013234066.1	XP_013337032.1
5	5	0.496	CDJ48679.1	XP_013439150.1	XP_013248927.1	XP_013234065.1	XP_013338077.1
5	5	0.823	CDJ48678.1	XP_013439147.1	XP_013248928.1	XP_013234062.1	XP_013338076.1
5	5	0.826	CDJ47936.1	XP_013440815.1	XP_013247355.1	XP_013233942.1	XP_013337132.1
4	4	0.647	CDJ48683.1	XP_013439143.1	XP_013248923.1	XP_013234058.1	*
5	5	0.599	CDJ48684.1	XP_013439142.1	XP_013248922.1	XP_013234057.1	XP_013337035.1
5	5	0.871	CDJ48685.1	XP_013439141.1	XP_013248921.1	XP_013234056.1	XP_013337036.1
5	5	0.564	CDJ51019.1	XP_013439301.1	XP_013246846.1	XP_013234046.1	XP_013333437.1
5	5	0.915	CDJ51022.1	XP_013439300.1	XP_013246849.1	XP_013234045.1	XP_013338359.1
5	5	0.697	CDJ51021.1	XP_013439299.1	XP_013246848.1	XP_013234044.1	XP_013338358.1
5	5	0.666	CDJ51020.1	XP_013439298.1	XP_013246847.1	XP_013234043.1	XP_013338357.1
5	5	0.85	CDJ51023.1	XP_013439297.1	XP_013246850.1	XP_013234042.1	XP_013338360.1
5	5	0.336	CDJ51024.1	XP_013439296.1	XP_013247265.1	XP_013234041.1	XP_013335288.1
5	5	0.519	CDJ50348.1	XP_013435824.1	XP_013249507.1	XP_013233867.1	XP_013336086.1
4	4	0.794	CDJ50107.1	*	XP_013251451.1	XP_013233902.1	XP_013333347.1
4	4	0.871	CDJ50108.1	*	XP_013251450.1	XP_013233901.1	XP_013333346.1
3	3	0.784	CDJ49979.1	*	*	XP_013233892.1	XP_013336230.1
5	5	0.687	CDJ49854.1	XP_013440802.1	XP_013247773.1	XP_013233882.1	XP_013336873.1
5	5	0.76	CDJ49853.1	XP_013440801.1	XP_013248937.1	XP_013233881.1	XP_013336874.1
5	5	0.587	CDJ50353.1	XP_013435831.1	XP_013251290.1	XP_013233874.1	XP_013336091.1
5	5	0.584	CDJ50352.1	XP_013435830.1	XP_013251289.1	XP_013233873.1	XP_013336090.1
5	5	0.739	CDJ50351.1	XP_013435829.1	XP_013251288.1	XP_013233872.1	XP_013336089.1
5	5	0.752	CDJ50350.1	XP_013435828.1	XP_013251287.1	XP_013233871.1	XP_013336088.1
4	4	0.625	CDJ50349.1	XP_013435826.1	*	XP_013233869.1	XP_013336087.1
5	5	0.555	CDJ50106.1	XP_013432858.1	XP_013251452.1	XP_013233903.1	XP_013333348.1
5	5	0.394	CDJ50347.1	XP_013435823.1	XP_013249508.1	XP_013233866.1	XP_013336085.1
5	5	0.442	CDJ51553.1	XP_013435785.1	XP_013247182.1	XP_013233862.1	XP_013336879.1
4	4	0.423	CDJ51661.1	XP_013440309.1	*	XP_013233849.1	XP_013338373.1
3	3	0.845	CDJ51666.1	XP_013440312.1	*	XP_013233846.1	*
5	5	0.439	CDJ51677.1	XP_013440316.1	XP_013251023.1	XP_013233841.1	XP_013337099.1
5	5	0.438	CDJ52965.1	XP_013436664.1	XP_013246919.1	XP_013233838.1	XP_013332739.1
5	5	0.436	CDJ48866.1	XP_013436655.1	XP_013250008.1	XP_013233829.1	XP_013333754.1
5	5	0.465	CDJ48865.1	XP_013436654.1	XP_013248637.1	XP_013233828.1	XP_013333755.1
5	5	0.579	CDJ51749.1	XP_013436650.1	XP_013248665.1	XP_013233824.1	XP_013333599.1
4	4	0.804	CDJ51750.1	XP_013436649.1	XP_013248666.1	XP_013233823.1	*
5	5	0.809	CDJ49353.1	XP_013440625.1	XP_013247520.1	XP_013233918.1	XP_013337556.1
5	5	0.719	CDJ47937.1	XP_013440814.1	XP_013247354.1	XP_013233941.1	XP_013337133.1
5	5	0.625	CDJ47938.1	XP_013440813.1	XP_013247353.1	XP_013233940.1	XP_013337134.1
5	5	0.791	CDJ47940.1	XP_013440812.1	XP_013247352.1	XP_013233939.1	XP_013338071.1
5	5	0.607	CDJ47941.1	XP_013440811.1	XP_013247351.1	XP_013233938.1	XP_013338070.1
5	5	0.843	CDJ47942.1	XP_013440810.1	XP_013247350.1	XP_013233937.1	XP_013338069.1
5	5	0.471	CDJ47944.1	XP_013440808.1	XP_013247348.1	XP_013233935.1	XP_013333055.1
5	5	0.738	CDJ47945.1	XP_013440806.1	XP_013247347.1	XP_013233933.1	XP_013333053.1
5	5	0.305	CDJ51219.1	XP_013437350.1	XP_013246968.1	XP_013233926.1	XP_013336911.1
3	3	0.357	CDJ47897.1	XP_013437349.1	*	XP_013233925.1	*
5	5	0.739	CDJ49354.1	XP_013440624.1	XP_013247519.1	XP_013233919.1	XP_013337555.1
5	5	0.597	CDJ49415.1	XP_013438702.1	XP_013252365.1	XP_013234088.1	XP_013335169.1
5	5	0.371	CDJ49352.1	XP_013440626.1	XP_013247521.1	XP_013233917.1	XP_013337557.1
5	5	0.384	CDJ49351.1	XP_013440627.1	XP_013247522.1	XP_013233916.1	XP_013335138.1
4	4	0.571	CDJ49347.1	XP_013432845.1	*	XP_013233914.1	XP_013338383.1
4	4	0.76	CDJ49348.1	XP_013432846.1	XP_013251459.1	XP_013233913.1	*
4	4	0.799	CDJ49349.1	XP_013432847.1	XP_013251460.1	XP_013233912.1	*
5	5	0.809	CDJ50104.1	XP_013432849.1	XP_013251455.1	XP_013233911.1	XP_013334838.1
5	5	0.85	CDJ50101.1	XP_013432852.1	XP_013251456.1	XP_013233909.1	XP_013338148.1
5	5	0.783	CDJ50102.1	XP_013432853.1	XP_013251457.1	XP_013233908.1	XP_013338147.1
5	5	0.551	CDJ50103.1	XP_013432854.1	XP_013251458.1	XP_013233907.1	XP_013338146.1
3	3	0.664	CDJ48039.1	XP_013438039.1	*	XP_013234486.1	*
5	5	0.62	CDJ51234.1	XP_013438166.1	XP_013251982.1	XP_013234667.1	XP_013335524.1
5	5	0.509	CDJ51235.1	XP_013438168.1	XP_013251983.1	XP_013234665.1	XP_013335523.1
4	4	0.27	CDJ51238.1	XP_013438172.1	XP_013248975.1	XP_013234663.1	*
4	4	0.813	CDJ45764.1	*	XP_013246552.1	XP_013234653.1	XP_013335643.1
5	5	0.467	CDJ50593.1	XP_013439589.1	XP_013250952.1	XP_013234625.1	XP_013334380.1
5	5	0.485	CDJ52801.1	XP_013438193.1	XP_013248318.1	XP_013234623.1	XP_013332980.1
2	2	1	CDJ52503.1	*	*	XP_013234617.1	*
3	3	0.498	CDJ53551.1	XP_013438936.1	*	XP_013234608.1	*
4	4	0.505	CDJ49228.1	XP_013433993.1	XP_013248572.1	XP_013234525.1	*
3	3	0.69	CDJ47175.1	*	*	XP_013234503.1	XP_013338150.1
3	3	0.673	CDJ53357.1	XP_013434497.1	*	XP_013234669.1	*
4	4	0.697	CDJ50804.1	*	XP_013248608.1	XP_013234477.1	XP_013338601.1
2	2	1	CDJ52360.1	*	*	XP_013234446.1	*
4	4	0.719	CDJ52636.1	XP_013434169.1	*	XP_013234418.1	XP_013338581.1
2	2	1	CDJ52274.1	*	*	XP_013234389.1	*
4	4	0.425	CDJ50627.1	XP_013435107.1	XP_013250663.1	XP_013234386.1	*
5	5	0.586	CDJ52872.1	XP_013440190.1	XP_013250933.1	XP_013234333.1	XP_013338255.1
5	5	0.663	CDJ49007.1	XP_013440189.1	XP_013250905.1	XP_013234332.1	XP_013335548.1
5	5	0.43	CDJ49008.1	XP_013440188.1	XP_013250929.1	XP_013234331.1	XP_013335547.1
5	5	0.372	CDJ49011.1	XP_013440186.1	XP_013250931.1	XP_013234329.1	XP_013335545.1
5	5	0.807	CDJ49959.1	XP_013433176.1	XP_013251279.1	XP_013234323.1	XP_013335670.1
2	2	1	CDJ46845.1	*	*	XP_013234829.1	*
5	5	0.228	CDJ46254.1	XP_013434721.1	XP_013249079.1	XP_013234985.1	XP_013338229.1
4	4	0.481	CDJ48652.1	XP_013434720.1	XP_013248249.1	XP_013234984.1	*
4	4	0.601	CDJ46048.1	XP_013437100.1	XP_013252564.1	XP_013234978.1	*
4	4	0.623	CDJ49323.1	XP_013432984.1	XP_013249405.1	XP_013234962.1	*
2	2	1	CDJ51299.1	*	*	XP_013234924.1	*
4	4	0.82	CDJ51528.1	XP_013436924.1	XP_013249510.1	XP_013234913.1	*
2	2	1	CDJ49936.1	*	*	XP_013234903.1	*
5	5	0.291	CDJ48451.1	XP_013437140.1	XP_013246745.1	XP_013234868.1	XP_013336447.1
5	5	0.378	CDJ48872.1	XP_013437664.1	XP_013250504.1	XP_013234863.1	XP_013335367.1
5	5	0.378	CDJ51539.1	XP_013433328.1	XP_013247842.1	XP_013234855.1	XP_013335593.1
2	2	1	CDJ51924.1	*	*	XP_013234305.1	*
5	5	0.536	CDJ47733.1	XP_013440847.1	XP_013248642.1	XP_013234802.1	XP_013333033.1
3	3	0.784	CDJ47957.1	XP_013437013.1	*	XP_013234792.1	*
4	4	0.465	CDJ48066.1	XP_013433707.1	XP_013249702.1	XP_013234778.1	*
5	5	0.484	CDJ46235.1	XP_013438427.1	XP_013251094.1	XP_013234769.1	XP_013333939.1
3	3	0.491	CDJ53979.1	XP_013432638.1	*	XP_013234755.1	*
4	4	0.853	CDJ48493.1	XP_013434426.1	XP_013250506.1	XP_013234742.1	*
5	5	0.55	CDJ45899.1	XP_013435304.1	XP_013250155.1	XP_013234732.1	XP_013337532.1
4	4	0.773	CDJ53889.1	XP_013440791.1	XP_013251905.1	XP_013234713.1	*
3	3	0.429	CDJ48239.1	XP_013437990.1	*	XP_013234689.1	*
5	5	0.588	CDJ49223.1	XP_013433967.1	XP_013252244.1	XP_013234155.1	XP_013334281.1
5	5	0.565	CDJ48388.1	XP_013433069.1	XP_013251266.1	XP_013234200.1	XP_013337702.1
5	5	0.546	CDJ48385.1	XP_013433076.1	XP_013251270.1	XP_013234194.1	XP_013337698.1
5	5	0.515	CDJ47114.1	XP_013435179.1	XP_013249175.1	XP_013234190.1	XP_013336716.1
4	4	0.407	CDJ52757.1	XP_013435722.1	*	XP_013234178.1	XP_013333212.1
5	5	0.729	CDJ46239.1	XP_013433976.1	XP_013250413.1	XP_013234164.1	XP_013336046.1
5	5	0.352	CDJ46240.1	XP_013433975.1	XP_013250412.1	XP_013234163.1	XP_013336047.1
5	5	0.765	CDJ46243.1	XP_013433974.1	XP_013250409.1	XP_013234162.1	XP_013336049.1
5	5	0.697	CDJ46245.1	XP_013433972.1	XP_013250407.1	XP_013234160.1	XP_013336051.1
5	5	0.376	CDJ46246.1	XP_013433971.1	XP_013250406.1	XP_013234159.1	XP_013336052.1
4	4	0.172	CDJ46248.1	XP_013433970.1	*	XP_013234158.1	XP_013336053.1
5	5	0.857	CDJ48389.1	XP_013433068.1	XP_013251265.1	XP_013234201.1	XP_013337703.1
5	5	0.856	CDJ52137.1	XP_013435127.1	XP_013247218.1	XP_013234141.1	XP_013333377.1
2	2	1	CDJ53611.1	*	*	XP_013234136.1	*
4	4	0.201	CDJ53609.1	XP_013435122.1	XP_013247233.1	XP_013234135.1	*
2	2	1	CDJ46612.1	*	*	XP_013234133.1	*
5	5	0.513	CDJ46495.1	XP_013432960.1	XP_013247039.1	XP_013234127.1	XP_013337769.1
5	5	0.561	CDJ48531.1	XP_013439486.1	XP_013251760.1	XP_013234124.1	XP_013338431.1
3	3	0.585	CDJ46985.1	*	XP_013247784.1	XP_013234101.1	*
5	5	0.45	CDJ51306.1	XP_013434789.1	XP_013248396.1	XP_013234095.1	XP_013337901.1
5	5	0.638	CDJ54298.1	XP_013438130.1	XP_013250203.1	XP_013234090.1	XP_013336567.1
5	5	0.547	CDJ45955.1	XP_013438701.1	XP_013248945.1	XP_013234089.1	XP_013333543.1
4	4	0.613	CDJ46268.1	XP_013434742.1	XP_013249190.1	XP_013234222.1	*
4	4	0.559	CDJ51773.1	XP_013440918.1	XP_013251880.1	XP_013234288.1	*
4	4	0.776	CDJ52180.1	XP_013438420.1	XP_013248831.1	XP_013234241.1	*
5	5	0.467	CDJ47730.1	XP_013434595.1	XP_013252753.1	XP_013234235.1	XP_013338275.1
4	4	0.94	CDJ47729.1	*	XP_013252754.1	XP_013234234.1	XP_013338274.1
5	5	0.755	CDJ47728.1	XP_013434751.1	XP_013252755.1	XP_013234233.1	XP_013338273.1
5	5	0.755	CDJ47727.1	XP_013434750.1	XP_013252756.1	XP_013234231.1	XP_013338272.1
5	5	0.626	CDJ47726.1	XP_013434749.1	XP_013252757.1	XP_013234230.1	XP_013338271.1
5	5	0.839	CDJ47725.1	XP_013434748.1	XP_013252758.1	XP_013234229.1	XP_013338270.1
5	5	0.655	CDJ47724.1	XP_013434747.1	XP_013252759.1	XP_013234228.1	XP_013338269.1
3	3	0.705	CDJ49144.1	XP_013434743.1	*	XP_013234223.1	*
2	2	1	CDJ46136.1	*	*	*	XP_013333330.1
5	5	0.452	CDJ50528.1	XP_013438584.1	XP_013248193.1	XP_013234219.1	XP_013336571.1
4	4	0.544	CDJ48401.1	XP_013433261.1	XP_013247687.1	XP_013234215.1	*
5	5	0.822	CDJ48400.1	XP_013433263.1	XP_013247688.1	XP_013234213.1	XP_013336991.1
5	5	0.611	CDJ48399.1	XP_013433264.1	XP_013247689.1	XP_013234212.1	XP_013336990.1
3	3	0.382	CDJ48398.1	XP_013433265.1	*	XP_013234211.1	*
5	5	0.48	CDJ48396.1	XP_013433268.1	XP_013247692.1	XP_013234208.1	XP_013336987.1
5	5	0.833	CDJ48394.1	XP_013433063.1	XP_013251260.1	XP_013234206.1	XP_013337708.1
5	5	0.772	CDJ48393.1	XP_013433064.1	XP_013251261.1	XP_013234205.1	XP_013337707.1
5	5	0.57	CDJ48391.1	XP_013433066.1	XP_013251263.1	XP_013234203.1	XP_013337705.1
3	3	0.532	CDJ48660.1	*	XP_013252513.1	*	XP_013336556.1
2	2	1	CDJ46727.1	*	*	*	XP_013336696.1
2	2	1	CDJ49552.1	*	*	*	XP_013336664.1
2	2	1	CDJ47251.1	*	*	*	XP_013336635.1
3	3	0.849	CDJ51794.1	*	XP_013248654.1	*	XP_013336631.1
4	4	0.388	CDJ45922.1	XP_013434450.1	XP_013253121.1	*	XP_013336600.1
3	3	0.68	CDJ49387.1	*	XP_013252274.1	*	XP_013336591.1
2	2	1	CDJ49383.1	*	*	*	XP_013336587.1
3	3	0.868	CDJ50527.1	*	XP_013248194.1	*	XP_013336572.1
2	2	1	CDJ54008.1	*	*	*	XP_013336566.1
2	2	1	CDJ48658.1	*	*	*	XP_013336558.1
4	4	0.456	CDJ53929.1	XP_013434254.1	XP_013246748.1	*	XP_013336724.1
3	3	0.727	CDJ52469.1	*	XP_013253208.1	*	XP_013336541.1
3	3	0.853	CDJ50880.1	*	XP_013247122.1	*	XP_013336534.1
2	2	1	CDJ46555.1	*	*	*	XP_013336528.1
2	2	1	CDJ50308.1	*	*	*	XP_013336485.1
3	3	0.86	CDJ53668.1	*	XP_013249796.1	*	XP_013336445.1
3	3	0.937	CDJ53671.1	*	XP_013249799.1	*	XP_013336443.1
2	2	1	CDJ52010.1	*	*	*	XP_013336415.1
4	4	0.394	CDJ52814.1	XP_013437346.1	XP_013250339.1	*	XP_013336367.1
3	3	0.788	CDJ52904.1	*	XP_013252861.1	*	XP_013336314.1
4	4	0.532	CDJ53599.1	XP_013436685.1	XP_013246523.1	*	XP_013336289.1
4	4	0.817	CDJ45773.1	XP_013434091.1	XP_013251353.1	*	XP_013336908.1
3	3	0.557	CDJ53078.1	*	XP_013248916.1	*	XP_013337042.1
3	3	0.422	CDJ48686.1	*	XP_013248919.1	*	XP_013337038.1
3	3	0.885	CDJ53208.1	*	XP_013247699.1	*	XP_013337028.1
3	3	0.943	CDJ49470.1	*	XP_013248953.1	*	XP_013337014.1
2	2	1	CDJ50818.1	*	*	*	XP_013337011.1
3	3	0.891	CDJ45890.1	*	XP_013251065.1	*	XP_013336977.1
4	4	0.356	CDJ49508.1	XP_013434023.1	XP_013249959.1	*	XP_013336957.1
3	3	0.579	CDJ48184.1	*	XP_013249025.1	*	XP_013336956.1
3	3	0.661	CDJ53070.1	*	XP_013252148.1	*	XP_013336942.1
2	2	1	CDJ49309.1	*	*	*	XP_013336940.1
3	3	0.747	CDJ47368.1	*	XP_013250325.1	*	XP_013336253.1
3	3	0.773	CDJ48423.1	*	XP_013249890.1	*	XP_013336901.1
3	3	0.842	CDJ52728.1	*	XP_013251507.1	*	XP_013336869.1
4	4	0.52	CDJ47760.1	XP_013434422.1	XP_013250718.1	*	XP_013336779.1
3	3	0.402	CDJ45813.1	*	XP_013252413.1	*	XP_013336765.1
3	3	0.635	CDJ50189.1	*	XP_013251844.1	*	XP_013336736.1
4	4	0.646	CDJ50188.1	XP_013435353.1	XP_013251845.1	*	XP_013336735.1
3	3	0.884	CDJ50187.1	*	XP_013251846.1	*	XP_013336734.1
3	3	0.655	CDJ50186.1	*	XP_013251847.1	*	XP_013336733.1
4	4	0.592	CDJ49205.1	XP_013437407.1	XP_013246970.1	*	XP_013336729.1
4	4	0.771	CDJ53930.1	XP_013434861.1	XP_013246749.1	*	XP_013336725.1
3	3	0.805	CDJ47057.1	*	XP_013250190.1	*	XP_013335755.1
2	2	1	CDJ49695.1	*	*	*	XP_013335922.1
3	3	0.872	CDJ49922.1	*	XP_013251789.1	*	XP_013335857.1
2	2	1	CDJ46072.1	*	*	*	XP_013335826.1
3	3	0.905	CDJ46671.1	*	XP_013248085.1	*	XP_013335814.1
3	3	0.746	CDJ48269.1	*	XP_013248147.1	*	XP_013335809.1
2	2	1	CDJ49142.1	*	*	*	XP_013335800.1
3	3	0.758	CDJ53270.1	*	XP_013253144.1	*	XP_013335793.1
4	4	0.391	CDJ53415.1	XP_013438600.1	XP_013251405.1	*	XP_013335790.1
2	2	1	CDJ45954.1	*	*	*	XP_013335788.1
3	3	0.934	CDJ51725.1	*	XP_013250187.1	*	XP_013335758.1
3	3	0.636	CDJ49926.1	*	XP_013251788.1	*	XP_013335934.1
3	3	0.708	CDJ53960.1	*	XP_013246676.1	*	XP_013335753.1
3	3	0.89	CDJ53955.1	*	XP_013246682.1	*	XP_013335746.1
3	3	0.848	CDJ53954.1	*	XP_013246683.1	*	XP_013335745.1
3	3	0.564	CDJ53043.1	*	XP_013247873.1	*	XP_013335742.1
3	3	0.925	CDJ51286.1	*	XP_013246934.1	*	XP_013335736.1
2	2	1	CDJ48497.1	*	*	*	XP_013335733.1
3	3	0.681	CDJ54191.1	*	XP_013247650.1	*	XP_013335723.1
3	3	0.67	CDJ52867.1	*	XP_013247273.1	*	XP_013335721.1
2	2	1	CDJ49960.1	*	*	*	XP_013335671.1
3	3	0.95	CDJ49958.1	*	XP_013251278.1	*	XP_013335669.1
4	4	0.595	CDJ52684.1	XP_013438912.1	XP_013251530.1	*	XP_013336075.1
4	4	0.769	CDJ53057.1	XP_013439524.1	XP_013252086.1	*	XP_013336249.1
3	3	0.673	CDJ53791.1	*	XP_013252087.1	*	XP_013336248.1
3	3	0.949	CDJ46719.1	*	XP_013247568.1	*	XP_013336241.1
2	2	1	CDJ49978.1	*	*	*	XP_013336229.1
3	3	0.78	CDJ51194.1	*	XP_013251840.1	*	XP_013336186.1
4	4	0.717	CDJ49944.1	XP_013434204.1	XP_013246903.1	*	XP_013336164.1
3	3	0.611	CDJ49440.1	*	XP_013250608.1	*	XP_013336161.1
2	2	1	CDJ50199.1	*	*	*	XP_013336157.1
3	3	0.645	CDJ46834.1	*	XP_013250077.1	*	XP_013336150.1
2	2	1	CDJ51464.1	*	*	*	XP_013336096.1
4	4	0.399	CDJ51710.1	XP_013440674.1	XP_013247433.1	*	XP_013337044.1
2	2	1	CDJ48220.1	*	*	*	XP_013336065.1
3	3	0.977	CDJ48207.1	*	XP_013247089.1	*	XP_013336063.1
3	3	0.932	CDJ47182.1	XP_013437576.1	*	*	XP_013336058.1
3	3	0.918	CDJ46242.1	*	XP_013250410.1	*	XP_013336048.1
4	4	0.622	CDJ54105.1	XP_013434711.1	XP_013248358.1	*	XP_013336025.1
2	2	1	CDJ48556.1	*	*	*	XP_013335978.1
2	2	1	CDJ49915.1	*	*	*	XP_013335940.1
3	3	0.641	CDJ49918.1	*	XP_013249138.1	*	XP_013335937.1
3	3	0.873	CDJ49919.1	*	XP_013248863.1	*	XP_013335936.1
3	3	0.856	CDJ48715.1	*	XP_013247271.1	*	XP_013337745.1
2	2	1	CDJ50019.1	*	*	*	XP_013337823.1
3	3	0.891	CDJ54002.1	*	XP_013248287.1	*	XP_013337819.1
2	2	1	CDJ50316.1	*	*	*	XP_013337815.1
2	2	1	CDJ46827.1	*	*	*	XP_013337811.1
3	3	0.805	CDJ49580.1	*	XP_013252855.1	*	XP_013337794.1
4	4	0.604	CDJ51540.1	XP_013433329.1	XP_013247844.1	*	XP_013337779.1
3	3	0.39	CDJ46789.1	*	XP_013249303.1	*	XP_013337760.1
4	4	0.653	CDJ51707.1	XP_013440662.1	XP_013249782.1	*	XP_013337758.1
3	3	0.595	CDJ46431.1	*	XP_013248968.1	*	XP_013337756.1
2	2	1	CDJ47413.1	*	*	*	XP_013337746.1
3	3	0.921	CDJ50027.1	*	XP_013248295.1	*	XP_013337829.1
2	2	1	CDJ48051.1	*	*	*	XP_013337742.1
3	3	0.661	CDJ48050.1	*	XP_013250143.1	*	XP_013337741.1
3	3	0.695	CDJ45940.1	*	XP_013251916.1	*	XP_013337739.1
3	3	0.795	CDJ50269.1	*	XP_013250037.1	*	XP_013337734.1
3	3	0.896	CDJ50270.1	*	XP_013250038.1	*	XP_013337732.1
4	4	0.437	CDJ53211.1	XP_013435856.1	XP_013249309.1	*	XP_013337727.1
3	3	0.782	CDJ48392.1	*	XP_013251262.1	*	XP_013337706.1
4	4	0.492	CDJ50510.1	XP_013436851.1	XP_013248772.1	*	XP_013337670.1
3	3	0.461	CDJ54039.1	*	XP_013248769.1	*	XP_013337666.1
3	3	0.744	CDJ54038.1	*	XP_013248768.1	*	XP_013337665.1
3	3	0.637	CDJ49157.1	*	XP_013247369.1	*	XP_013337971.1
3	3	0.429	CDJ48228.1	*	XP_013251942.1	*	XP_013338058.1
3	3	0.956	CDJ49035.1	*	XP_013251697.1	*	XP_013338048.1
4	4	0.286	CDJ53076.1	XP_013440586.1	XP_013247410.1	*	XP_013338040.1
3	3	0.795	CDJ50739.1	*	XP_013250894.1	*	XP_013338034.1
3	3	0.435	CDJ50136.1	*	XP_013247876.1	*	XP_013338022.1
3	3	0.775	CDJ48326.1	*	XP_013253165.1	*	XP_013338006.1
4	4	0.61	CDJ53512.1	XP_013437206.1	XP_013250195.1	*	XP_013338002.1
4	4	0.747	CDJ49862.1	XP_013438705.1	XP_013251924.1	*	XP_013337990.1
3	3	0.894	CDJ49864.1	*	XP_013251922.1	*	XP_013337988.1
2	2	1	CDJ49164.1	*	*	*	XP_013337977.1
2	2	1	CDJ49463.1	*	*	*	XP_013337663.1
3	3	0.884	CDJ46982.1	*	XP_013249193.1	*	XP_013337965.1
3	3	0.93	CDJ49114.1	*	XP_013249946.1	*	XP_013337940.1
3	3	0.889	CDJ49692.1	XP_013441066.1	*	*	XP_013337922.1
4	4	0.537	CDJ45798.1	XP_013441068.1	XP_013250739.1	*	XP_013337908.1
2	2	1	CDJ51974.1	*	*	*	XP_013337900.1
3	3	0.885	CDJ51744.1	*	XP_013249817.1	*	XP_013337889.1
3	3	0.955	CDJ46313.1	*	XP_013249663.1	*	XP_013337871.1
3	3	0.64	CDJ46294.1	*	XP_013250909.1	*	XP_013337864.1
3	3	0.256	CDJ49684.1	*	XP_013252264.1	*	XP_013337860.1
2	2	1	CDJ52913.1	*	*	*	XP_013337168.1
3	3	0.302	CDJ46782.1	*	XP_013247813.1	*	XP_013337294.1
3	3	0.615	CDJ46781.1	*	XP_013247814.1	*	XP_013337293.1
4	4	0.717	CDJ48501.1	XP_013440212.1	XP_013249678.1	*	XP_013337285.1
3	3	0.834	CDJ46238.1	*	XP_013246622.1	*	XP_013337262.1
3	3	0.836	CDJ49430.1	*	XP_013247317.1	*	XP_013337258.1
3	3	0.912	CDJ51307.1	*	XP_013252257.1	*	XP_013337250.1
3	3	0.668	CDJ50938.1	*	XP_013248066.1	*	XP_013337240.1
3	3	0.822	CDJ49928.1	*	XP_013251786.1	*	XP_013337202.1
3	3	0.538	CDJ52421.1	*	XP_013250919.1	*	XP_013337193.1
2	2	1	CDJ51948.1	*	*	*	XP_013337185.1
3	3	0.446	CDJ49913.1	*	XP_013250992.1	*	XP_013337312.1
3	3	0.63	CDJ46977.1	*	XP_013249485.1	*	XP_013337157.1
3	3	0.884	CDJ46917.1	*	XP_013249345.1	*	XP_013337152.1
3	3	0.498	CDJ50873.1	*	XP_013250631.1	*	XP_013337129.1
3	3	0.57	CDJ51824.1	*	XP_013252729.1	*	XP_013337102.1
3	3	0.216	CDJ52331.1	*	XP_013252076.1	*	XP_013337087.1
2	2	1	CDJ54112.1	*	*	*	XP_013337074.1
3	3	0.747	CDJ52988.1	*	XP_013253042.1	*	XP_013337070.1
3	3	0.7	CDJ52985.1	*	XP_013253043.1	*	XP_013337069.1
3	3	0.813	CDJ46453.1	*	XP_013246815.1	*	XP_013337047.1
4	4	0.696	CDJ51711.1	XP_013440672.1	XP_013247434.1	*	XP_013337045.1
3	3	0.593	CDJ51928.1	*	XP_013247016.1	*	XP_013337450.1
2	2	1	CDJ51423.1	*	*	*	XP_013337651.1
4	4	0.524	CDJ50084.1	XP_013439513.1	XP_013250484.1	*	XP_013337624.1
3	3	0.669	CDJ47273.1	*	XP_013250868.1	*	XP_013337608.1
3	3	0.307	CDJ51275.1	*	XP_013252337.1	*	XP_013337588.1
3	3	0.84	CDJ52032.1	*	XP_013252348.1	*	XP_013337552.1
4	4	0.826	CDJ52034.1	XP_013437793.1	XP_013252346.1	*	XP_013337550.1
3	3	0.475	CDJ51049.1	*	XP_013251323.1	*	XP_013337547.1
3	3	0.529	CDJ46067.1	XP_013434688.1	*	*	XP_013337540.1
4	4	0.463	CDJ52193.1	XP_013437028.1	XP_013252144.1	*	XP_013337489.1
2	2	1	CDJ48350.1	*	*	*	XP_013337460.1
4	4	0.879	CDJ51236.1	XP_013438171.1	XP_013251985.1	*	XP_013335618.1
2	2	1	CDJ47157.1	*	*	*	XP_013337429.1
4	4	0.522	CDJ47929.1	XP_013434096.1	XP_013249583.1	*	XP_013337427.1
3	3	0.978	CDJ52644.1	*	XP_013247438.1	*	XP_013337407.1
3	3	0.767	CDJ46685.1	*	XP_013247107.1	*	XP_013337401.1
4	4	0.77	CDJ45752.1	XP_013438221.1	XP_013249047.1	*	XP_013337396.1
3	3	0.614	CDJ47491.1	*	XP_013253331.1	*	XP_013337363.1
3	3	0.521	CDJ47822.1	*	XP_013251424.1	*	XP_013337348.1
3	3	0.776	CDJ46957.1	*	XP_013251579.1	*	XP_013337342.1
4	4	0.403	CDJ50245.1	XP_013438827.1	XP_013248567.1	*	XP_013337328.1
3	3	0.682	CDJ51845.1	*	XP_013248893.1	*	XP_013333936.1
4	4	0.654	CDJ46289.1	XP_013436311.1	XP_013250528.1	*	XP_013334017.1
2	2	1	CDJ48743.1	*	*	*	XP_013334006.1
