# Species	Genes	Alg.-Conn.	GCF_000208865.1_ASM20886v2_protein.faa	GCF_001601855.1_ASM160185v1_protein.faa	GCF_002563875.1_Bbes1.0_protein.faa	GCF_900002375.2_GCA_900002375_protein.faa	GCF_900005765.1_PRELSG_protein.faa
5	5	0.906	XP_003884802.1	XP_012765242.1	XP_029221070.1	XP_034422048.1	XP_028535965.1
5	5	0.855	XP_003883874.1	XP_012765244.1	XP_029219714.1	XP_034422046.1	XP_028535963.1
5	5	0.59	XP_003882565.1	XP_012765258.2	XP_029216748.1	XP_034422032.1	XP_028535949.1
5	5	0.824	XP_003883241.1	XP_012765263.2	XP_029217539.1	XP_034422027.1	XP_028535944.1
5	5	0.809	XP_003883083.1	XP_012765268.2	XP_029217209.1	XP_034422022.1	XP_028535939.1
5	5	0.789	XP_003883396.1	XP_019969942.1	XP_029222679.1	XP_034422019.1	XP_028535936.1
5	5	0.592	XP_003885836.1	XP_019969944.1	XP_029221428.1	XP_034422018.1	XP_028535934.1
5	5	0.85	XP_003885687.1	XP_012763071.2	XP_029221582.1	XP_034422694.1	XP_028532590.1
5	5	0.79	XP_003886204.1	XP_012763127.1	XP_029222039.1	XP_034422751.1	XP_028532647.1
5	5	0.793	XP_003884381.1	XP_012763126.1	XP_029219302.1	XP_034422750.1	XP_028532646.1
5	5	0.845	XP_003882264.1	XP_012763125.1	XP_029219965.1	XP_034422748.1	XP_028532644.1
5	5	0.719	XP_003880859.1	XP_012763121.1	XP_029220810.1	XP_034422744.1	XP_028532640.1
5	5	0.834	XP_003880779.1	XP_012763117.2	XP_029216299.1	XP_034422739.1	XP_028532635.1
5	5	0.886	XP_003880842.1	XP_012763114.2	XP_029220854.1	XP_034422736.1	XP_028532632.1
5	5	0.834	XP_003881858.1	XP_012763109.2	XP_029217048.1	XP_034422731.1	XP_028532627.1
5	5	0.651	XP_003882768.1	XP_019970392.1	XP_029221829.1	XP_034422728.1	XP_028532624.1
4	4	0.838	XP_003885672.1	*	XP_029221597.1	XP_034422726.1	XP_028532622.1
4	4	0.908	XP_003885757.1	*	XP_029221509.1	XP_034422722.1	XP_028532619.1
5	5	0.868	XP_003881287.1	XP_012763093.2	XP_029215982.1	XP_034422715.1	XP_028532612.1
5	5	0.816	XP_003881298.1	XP_012763078.1	XP_029215527.1	XP_034422701.1	XP_028532597.1
5	5	0.945	XP_003881675.1	XP_012763076.2	XP_029218759.1	XP_034422699.1	XP_028532595.1
5	5	0.671	XP_003884514.1	XP_012763075.2	XP_029219875.1	XP_034422698.1	XP_028532594.1
5	5	0.723	XP_003880166.1	XP_012763073.1	XP_029219402.1	XP_034422696.1	XP_028532592.1
5	5	0.842	XP_003883362.1	XP_012763134.2	XP_029222718.1	XP_034422758.1	XP_028532654.1
5	5	0.795	XP_003884066.1	XP_012763069.1	XP_029218433.1	XP_034422692.1	XP_028532588.1
5	5	0.83	XP_003883259.1	XP_012765059.1	XP_029217155.1	XP_034422662.1	XP_028531279.1
5	5	0.533	XP_003886105.1	XP_012765049.2	XP_029222127.1	XP_034422651.1	XP_028531289.1
5	5	0.889	XP_003883521.1	XP_012765048.1	XP_029222544.1	XP_034422650.1	XP_028531290.1
5	5	0.783	XP_003885554.1	XP_019970161.1	XP_029218793.1	XP_034422646.1	XP_028531294.1
5	5	0.68	XP_003883922.1	XP_019970160.1	XP_029219645.1	XP_034422645.1	XP_028531295.1
5	5	0.954	XP_003885707.1	XP_012765039.2	XP_029221563.1	XP_034422641.1	XP_028531299.1
5	5	0.652	XP_003882744.1	XP_012765037.2	XP_029221803.1	XP_034422639.1	XP_028531301.1
4	4	0.86	XP_003879810.1	*	XP_029215755.1	XP_034422634.1	XP_028533691.1
5	5	0.872	XP_003882197.1	XP_012765028.2	XP_029220075.1	XP_034422630.1	XP_028533695.1
5	5	0.706	XP_003879787.1	XP_012765027.1	XP_029215728.1	XP_034422629.1	XP_028533696.1
4	4	0.552	*	XP_012765024.1	XP_029215647.1	XP_034422626.1	XP_028533699.1
5	5	0.882	XP_003879778.1	XP_012765023.1	XP_029215717.1	XP_034422625.1	XP_028533700.1
5	5	0.689	XP_003881158.1	XP_012765021.1	XP_029216099.1	XP_034422623.1	XP_028533702.1
5	5	0.46	XP_003881520.1	XP_012765019.2	XP_029216278.1	XP_034422621.1	XP_028533704.1
5	5	0.768	XP_003886099.1	XP_012763190.2	XP_029222134.1	XP_034422815.1	XP_028532711.1
5	5	0.889	XP_003879979.1	XP_012762207.2	XP_029215939.1	XP_034422894.1	XP_028531450.1
5	5	0.55	XP_003880297.1	XP_012762206.2	XP_029215165.1	XP_034422893.1	XP_028531449.1
5	5	0.829	XP_003884166.1	XP_012762203.1	XP_029219045.1	XP_034422890.1	XP_028531446.1
4	4	0.646	XP_003880430.1	XP_012762200.1	XP_029216655.1	XP_034422887.1	*
5	5	0.589	XP_003885719.1	XP_012762185.2	XP_029221550.1	XP_034422871.1	XP_028531429.1
5	5	0.852	XP_003882766.1	XP_012762184.1	XP_029221828.1	XP_034422870.1	XP_028531428.1
5	5	0.82	XP_003883904.1	XP_012761272.1	XP_029219681.1	XP_034422862.1	XP_028532759.1
5	5	0.81	XP_003882499.1	XP_012761274.1	XP_029218655.1	XP_034422860.1	XP_028532757.1
5	5	0.504	XP_003879966.1	XP_019970848.1	XP_029215919.1	XP_034422857.1	XP_028532754.1
5	5	0.718	XP_003885240.1	XP_012761279.1	XP_029218259.1	XP_034422855.1	XP_028532752.1
5	5	0.693	XP_003886053.1	XP_012761280.1	XP_029221646.1	XP_034422854.1	XP_028532751.1
5	5	0.667	XP_003882150.1	XP_012761283.2	XP_029216908.1	XP_034422851.1	XP_028532748.1
5	5	0.774	XP_003883511.1	XP_012761300.1	XP_029222553.1	XP_034422834.1	XP_028532730.1
5	5	0.549	XP_003881655.1	XP_012761306.2	XP_029218736.1	XP_034422828.1	XP_028532724.1
5	5	0.756	XP_003886122.1	XP_012763193.1	XP_029222233.1	XP_034422818.1	XP_028532714.1
5	5	0.709	XP_003883699.1	XP_012765013.1	XP_029221377.1	XP_034422615.1	XP_028533710.1
5	5	0.777	XP_003883535.1	XP_012763184.1	XP_029222529.1	XP_034422809.1	XP_028532705.1
5	5	0.855	XP_003883883.1	XP_012763181.2	XP_029219705.1	XP_034422806.1	XP_028532702.1
4	4	0.822	*	XP_012763177.2	XP_029218745.1	XP_034422802.1	XP_028532698.1
5	5	0.44	XP_003881464.1	XP_012763166.1	XP_029216253.1	XP_034422791.1	XP_028532687.1
5	5	0.879	XP_003883342.1	XP_012763163.2	XP_029222738.1	XP_034422788.1	XP_028532684.1
5	5	0.849	XP_003880661.1	XP_012763162.1	XP_029220289.1	XP_034422787.1	XP_028532683.1
5	5	0.784	XP_003884067.1	XP_012763161.1	XP_029218432.1	XP_034422786.1	XP_028532682.1
5	5	0.819	XP_003881079.1	XP_012763160.1	XP_029216185.1	XP_034422785.1	XP_028532681.1
5	5	0.673	XP_003884332.1	XP_012763158.1	XP_029219230.1	XP_034422783.1	XP_028532679.1
5	5	0.737	XP_003879788.1	XP_012763154.2	XP_029215729.1	XP_034422779.1	XP_028532675.1
5	5	0.877	XP_003885747.1	XP_012763151.2	XP_029221521.1	XP_034422776.1	XP_028532672.1
5	5	0.821	XP_003882877.1	XP_012763147.1	XP_029217313.1	XP_034422772.1	XP_028532668.1
5	5	0.7	XP_003884595.1	XP_019970403.1	XP_029219763.1	XP_034422768.1	XP_028532664.1
5	5	0.763	XP_003881109.1	XP_012763137.1	XP_029216148.1	XP_034422762.1	XP_028532658.1
5	5	0.422	XP_003882901.1	XP_019970704.1	XP_029217338.1	XP_034422456.1	XP_028533879.1
5	5	0.458	XP_003879839.1	XP_012764910.2	XP_029215783.1	XP_034422516.1	XP_028533817.1
5	5	0.823	XP_003883066.1	XP_012764906.2	XP_029217227.1	XP_034422512.1	XP_028533821.1
5	5	0.665	XP_003881853.1	XP_019970140.1	XP_029217043.1	XP_034422511.1	XP_028533822.1
4	4	0.669	XP_003885472.1	*	XP_029217651.1	XP_034422510.1	XP_028533823.1
5	5	0.765	XP_003883152.1	XP_012764903.1	XP_029217441.1	XP_034422509.1	XP_028533824.1
5	5	0.813	XP_003885238.1	XP_012762120.2	XP_029218257.1	XP_034422504.1	XP_028533829.1
5	5	0.737	XP_003883054.1	XP_012762103.1	XP_029217240.1	XP_034422485.1	XP_028533847.1
5	5	0.877	XP_003879865.1	XP_012762102.2	XP_029215812.1	XP_034422484.1	XP_028533848.1
5	5	0.836	XP_003880898.1	XP_012762089.2	XP_029220769.1	XP_034422472.1	XP_028533861.1
5	5	0.593	XP_003885571.1	XP_012762088.2	XP_029218873.1	XP_034422471.1	XP_028533862.1
5	5	0.911	XP_003884756.1	XP_012762086.1	XP_029221120.1	XP_034422469.1	XP_028533864.1
5	5	0.649	XP_003886380.1	XP_012762080.2	XP_029215362.1	XP_034422464.1	XP_028533871.1
5	5	0.768	XP_003881759.1	XP_012762079.1	XP_029217560.1	XP_034422463.1	XP_028533872.1
5	5	0.762	XP_003885404.1	XP_012762078.2	XP_029219935.1	XP_034422462.1	XP_028533873.1
5	5	0.855	XP_003879590.1	XP_012762074.2	XP_029217088.1	XP_034422458.1	XP_028533877.1
5	5	0.875	XP_003881270.1	XP_012764911.1	XP_029216000.1	XP_034422517.1	XP_028533816.1
5	5	0.861	XP_003884274.1	XP_012762067.2	XP_029219166.1	XP_034422452.1	XP_028533884.1
5	5	0.91	XP_003884689.1	XP_012762057.2	XP_029221194.1	XP_034422442.1	XP_028533894.1
5	5	0.866	XP_003880824.1	XP_012762056.1	XP_029220871.1	XP_034422441.1	XP_028533895.1
5	5	0.576	XP_003881387.1	XP_019970700.1	XP_029220001.1	XP_034422439.1	XP_028533897.1
5	5	0.782	XP_003885198.1	XP_012762052.1	XP_029218219.1	XP_034422437.1	XP_028533899.1
5	5	0.793	XP_003880940.1	XP_012762051.1	XP_029220690.1	XP_034422436.1	XP_028533900.1
4	4	0.948	XP_003882556.1	XP_012762041.2	XP_029216757.1	XP_034422426.1	*
5	5	0.771	XP_003881525.1	XP_012762039.2	XP_029215523.1	XP_034422424.1	XP_028533911.1
5	5	0.823	XP_003882531.1	XP_012762037.1	XP_029216783.1	XP_034422422.1	XP_028533913.1
5	5	0.532	XP_003880504.1	XP_012762034.2	XP_029216576.1	XP_034422419.1	XP_028533916.1
5	5	0.894	XP_003883683.1	XP_012762033.2	XP_029221393.1	XP_034422418.1	XP_028533917.1
4	4	0.69	XP_003882260.1	*	XP_029219969.1	XP_034422414.1	XP_028533921.1
5	5	0.68	XP_003883331.1	XP_012762026.2	XP_029222750.1	XP_034422411.1	XP_028533924.1
4	4	0.798	XP_003884703.1	*	XP_029221177.1	XP_034422409.1	XP_028533927.1
5	5	0.598	XP_003883998.1	XP_012762022.2	XP_029219570.1	XP_034422408.1	XP_028533928.1
5	5	0.611	XP_003882866.1	XP_012764958.2	XP_029217302.1	XP_034422563.1	XP_028533769.1
4	4	0.696	*	XP_012765010.1	XP_029220350.1	XP_034422612.1	XP_028533713.1
5	5	0.664	XP_003879843.1	XP_012765009.2	XP_029215788.1	XP_034422611.1	XP_028533715.1
5	5	0.911	XP_003882924.1	XP_012765006.2	XP_029222006.1	XP_034422608.1	XP_028533718.1
4	4	0.576	*	XP_012764987.1	XP_029218096.1	XP_034422589.1	XP_028533739.1
5	5	0.748	XP_003881085.1	XP_012764986.1	XP_029216177.1	XP_034422588.1	XP_028533740.1
5	5	0.884	XP_003881649.1	XP_012764984.1	XP_029218730.1	XP_034422586.1	XP_028533742.1
4	4	0.913	XP_003886128.1	*	XP_029222241.1	XP_034422585.1	XP_028533744.1
4	4	0.868	XP_003885218.1	*	XP_029218237.1	XP_034422584.1	XP_028533745.1
4	4	0.855	XP_003884237.1	*	XP_029219123.1	XP_034422583.1	XP_028533746.1
5	5	0.54	XP_003886459.1	XP_012764975.2	XP_029215300.1	XP_034422578.1	XP_028533752.1
5	5	0.411	XP_003884850.1	XP_012764974.2	XP_029220993.1	XP_034422577.1	XP_028533753.1
5	5	0.511	XP_003884144.1	XP_012764972.2	XP_029219022.1	XP_034422576.1	XP_028533755.1
5	5	0.71	XP_003883321.1	XP_012764967.1	XP_029217094.1	XP_034422571.1	XP_028533760.1
5	5	0.78	XP_003881205.1	XP_012764965.1	XP_029216074.1	XP_034422569.1	XP_028533762.1
5	5	0.636	XP_003883925.1	XP_012764963.2	XP_029219648.1	XP_034422567.1	XP_028533764.1
2	2	1	XP_003880971.1	*	XP_029220657.1	*	*
5	5	0.815	XP_003883550.1	XP_012764954.1	XP_029222513.1	XP_034422559.1	XP_028533773.1
5	5	0.723	XP_003883878.1	XP_012764953.1	XP_029219710.1	XP_034422558.1	XP_028533774.1
5	5	0.509	XP_003880705.1	XP_019970144.1	XP_029216366.1	XP_034422557.1	XP_028533776.1
5	5	0.783	XP_003883703.1	XP_012764943.1	XP_029221372.1	XP_034422548.1	XP_028533786.1
5	5	0.721	XP_003886454.1	XP_012764940.2	XP_029215305.1	XP_034422545.1	XP_028533789.1
4	4	0.778	XP_003885801.1	*	XP_029221464.1	XP_034422539.1	XP_028533793.1
5	5	0.476	XP_003883650.1	XP_019970141.1	XP_029222407.1	XP_034422537.1	XP_028533795.1
5	5	0.607	XP_003885288.1	XP_012764931.1	XP_029218311.1	XP_034422536.1	XP_028533796.1
5	5	0.804	XP_003884590.1	XP_012764928.1	XP_029219768.1	XP_034422533.1	XP_028533799.1
5	5	0.658	XP_003884743.1	XP_012764927.1	XP_029221135.1	XP_034422532.1	XP_028533800.1
5	5	0.794	XP_003885377.1	XP_012764923.1	XP_029218398.1	XP_034422528.1	XP_028533804.1
5	5	0.919	XP_003885183.1	XP_012764920.2	XP_029218192.1	XP_034422526.1	XP_028533807.1
5	5	0.816	XP_003885677.1	XP_012764917.1	XP_029221593.1	XP_034422523.1	XP_028533810.1
5	5	0.83	XP_003880791.1	XP_012764912.2	XP_029217377.1	XP_034422518.1	XP_028533815.1
2	2	1	XP_003883300.1	*	XP_029217114.1	*	*
2	2	1	XP_003883326.1	*	XP_029222755.1	*	*
2	2	1	XP_003883325.1	*	XP_029222756.1	*	*
2	2	1	XP_003883323.1	*	XP_029217092.1	*	*
2	2	1	XP_003883322.1	*	XP_029217093.1	*	*
2	2	1	XP_003883320.1	*	XP_029217095.1	*	*
2	2	1	XP_003883316.1	*	XP_029217099.1	*	*
2	2	1	XP_003883314.1	*	XP_029217101.1	*	*
2	2	1	XP_003883312.1	*	XP_029217102.1	*	*
2	2	1	XP_003883309.1	*	XP_029217105.1	*	*
2	2	1	XP_003883308.1	*	XP_029217106.1	*	*
2	2	1	XP_003883306.1	*	XP_029217108.1	*	*
2	2	1	XP_003883305.1	*	XP_029217109.1	*	*
2	2	1	XP_003883303.1	*	XP_029217111.1	*	*
2	2	1	XP_003883302.1	*	XP_029217112.1	*	*
2	2	1	XP_003883301.1	*	XP_029217113.1	*	*
2	2	1	XP_003883328.1	*	XP_029222754.1	*	*
2	2	1	XP_003883296.1	*	XP_029217118.1	*	*
2	2	1	XP_003883295.1	*	XP_029217119.1	*	*
2	2	1	XP_003883292.1	*	XP_029217122.1	*	*
2	2	1	XP_003883291.1	*	XP_029217123.1	*	*
2	2	1	XP_003883288.1	*	XP_029217126.1	*	*
2	2	1	XP_003883286.1	*	XP_029217129.1	*	*
2	2	1	XP_003883284.1	*	XP_029217133.1	*	*
2	2	1	XP_003883278.1	*	XP_029217136.1	*	*
2	2	1	XP_003883277.1	*	XP_029217137.1	*	*
2	2	1	XP_003883276.1	*	XP_029217139.1	*	*
2	2	1	XP_003883275.1	*	XP_029217141.1	*	*
2	2	1	XP_003883274.1	*	XP_029217142.1	*	*
2	2	1	XP_003883271.1	*	XP_029217144.1	*	*
2	2	1	XP_003883268.1	*	XP_029217147.1	*	*
2	2	1	XP_003883266.1	*	XP_029217148.1	*	*
2	2	1	XP_003883360.1	*	XP_029222721.1	*	*
2	2	1	XP_003883378.1	*	XP_029222699.1	*	*
2	2	1	XP_003883377.1	*	XP_029222700.1	*	*
2	2	1	XP_003883376.1	*	XP_029222701.1	*	*
2	2	1	XP_003883375.1	*	XP_029222702.1	*	*
2	2	1	XP_003883374.1	*	XP_029222703.1	*	*
2	2	1	XP_003883373.1	*	XP_029222704.1	*	*
2	2	1	XP_003883372.1	*	XP_029222705.1	*	*
2	2	1	XP_003883371.1	*	XP_029222707.1	*	*
2	2	1	XP_003883370.1	*	XP_029222708.1	*	*
2	2	1	XP_003883369.1	*	XP_029222709.1	*	*
2	2	1	XP_003883368.1	*	XP_029222710.1	*	*
2	2	1	XP_003883366.1	*	XP_029222713.1	*	*
2	2	1	XP_003883365.1	*	XP_029222715.1	*	*
2	2	1	XP_003883363.1	*	XP_029222717.1	*	*
2	2	1	XP_003883361.1	*	XP_029222719.1	*	*
2	2	1	XP_003883265.1	*	XP_029217149.1	*	*
2	2	1	XP_003883358.1	*	XP_029222722.1	*	*
2	2	1	XP_003883355.1	*	XP_029222726.1	*	*
2	2	1	XP_003883354.1	*	XP_029222727.1	*	*
2	2	1	XP_003883353.1	*	XP_029222728.1	*	*
2	2	1	XP_003883352.1	*	XP_029222729.1	*	*
2	2	1	XP_003883351.1	*	XP_029222730.1	*	*
2	2	1	XP_003883350.1	*	XP_029222731.1	*	*
2	2	1	XP_003883348.1	*	XP_029222733.1	*	*
2	2	1	XP_003883347.1	*	XP_029222734.1	*	*
2	2	1	XP_003883346.1	*	XP_029222735.1	*	*
2	2	1	XP_003883337.1	*	XP_029222744.1	*	*
2	2	1	XP_003883334.1	*	XP_029222747.1	*	*
2	2	1	XP_003883333.1	*	XP_029222748.1	*	*
2	2	1	XP_003883332.1	*	XP_029222749.1	*	*
2	2	1	XP_003883329.1	*	XP_029222752.1	*	*
2	2	1	XP_003883190.1	*	XP_029217484.1	*	*
2	2	1	XP_003883217.1	*	XP_029217511.1	*	*
2	2	1	XP_003883216.1	*	XP_029217509.1	*	*
2	2	1	XP_003883215.1	*	XP_029217508.1	*	*
2	2	1	XP_003883214.1	*	XP_029217507.1	*	*
2	2	1	XP_003883213.1	*	XP_029217506.1	*	*
2	2	1	XP_003883212.1	*	XP_029217505.1	*	*
2	2	1	XP_003883210.1	*	XP_029217503.1	*	*
2	2	1	XP_003883204.1	*	XP_029217497.1	*	*
2	2	1	XP_003883202.1	*	XP_029217495.1	*	*
2	2	1	XP_003883201.1	*	XP_029217494.1	*	*
2	2	1	XP_003883200.1	*	XP_029217493.1	*	*
2	2	1	XP_003883199.1	*	XP_029217492.1	*	*
2	2	1	XP_003883198.1	*	XP_029217491.1	*	*
2	2	1	XP_003883193.1	*	XP_029217487.1	*	*
2	2	1	XP_003883192.1	*	XP_029217486.1	*	*
2	2	1	XP_003883221.1	*	XP_029217516.1	*	*
2	2	1	XP_003883189.1	*	XP_029217483.1	*	*
2	2	1	XP_003883186.1	*	XP_029217480.1	*	*
2	2	1	XP_003883184.1	*	XP_029217479.1	*	*
2	2	1	XP_003883183.1	*	XP_029217478.1	*	*
2	2	1	XP_003883182.1	*	XP_029217476.1	*	*
2	2	1	XP_003883180.1	*	XP_029217475.1	*	*
2	2	1	XP_003883179.1	*	XP_029217474.1	*	*
2	2	1	XP_003883178.1	*	XP_029217473.1	*	*
2	2	1	XP_003883177.1	*	XP_029217472.1	*	*
2	2	1	XP_003883176.1	*	XP_029217471.1	*	*
2	2	1	XP_003883175.1	*	XP_029217470.1	*	*
2	2	1	XP_003883174.1	*	XP_029217469.1	*	*
2	2	1	XP_003883173.1	*	XP_029217468.1	*	*
2	2	1	XP_003883172.1	*	XP_029217467.1	*	*
2	2	1	XP_003883169.1	*	XP_029217464.1	*	*
2	2	1	XP_003883244.1	*	XP_029217542.1	*	*
2	2	1	XP_003883264.1	*	XP_029217150.1	*	*
2	2	1	XP_003883263.1	*	XP_029217151.1	*	*
2	2	1	XP_003883262.1	*	XP_029217152.1	*	*
2	2	1	XP_003883261.1	*	XP_029217153.1	*	*
2	2	1	XP_003883260.1	*	XP_029217154.1	*	*
2	2	1	XP_003883258.1	*	XP_029217156.1	*	*
2	2	1	XP_003883255.1	*	XP_029217161.1	*	*
2	2	1	XP_003883254.1	*	XP_029217162.1	*	*
2	2	1	XP_003883253.1	*	XP_029217163.1	*	*
2	2	1	XP_003883250.1	*	XP_029217167.1	*	*
2	2	1	XP_003883249.1	*	XP_029217548.1	*	*
2	2	1	XP_003883248.1	*	XP_029217547.1	*	*
2	2	1	XP_003883247.1	*	XP_029217546.1	*	*
2	2	1	XP_003883246.1	*	XP_029217545.1	*	*
2	2	1	XP_003883245.1	*	XP_029217543.1	*	*
2	2	1	XP_003883380.1	*	XP_029222696.1	*	*
2	2	1	XP_003883240.1	*	XP_029217537.1	*	*
2	2	1	XP_003883239.1	*	XP_029217536.1	*	*
2	2	1	XP_003883238.1	*	XP_029217535.1	*	*
2	2	1	XP_003883237.1	*	XP_029217534.1	*	*
2	2	1	XP_003883235.1	*	XP_029217532.1	*	*
2	2	1	XP_003883232.1	*	XP_029217529.1	*	*
2	2	1	XP_003883231.1	*	XP_029217528.1	*	*
2	2	1	XP_003883229.1	*	XP_029217526.1	*	*
2	2	1	XP_003883227.1	*	XP_029217523.1	*	*
2	2	1	XP_003883226.1	*	XP_029217522.1	*	*
2	2	1	XP_003883225.1	*	XP_029217521.1	*	*
2	2	1	XP_003883224.1	*	XP_029217519.1	*	*
2	2	1	XP_003883223.1	*	XP_029217518.1	*	*
2	2	1	XP_003883222.1	*	XP_029217517.1	*	*
2	2	1	XP_003883510.1	*	XP_029222555.1	*	*
2	2	1	XP_003883546.1	*	XP_029222518.1	*	*
2	2	1	XP_003883545.1	*	XP_029222519.1	*	*
2	2	1	XP_003883543.1	*	XP_029222521.1	*	*
2	2	1	XP_003883541.1	*	XP_029222523.1	*	*
2	2	1	XP_003883538.1	*	XP_029222526.1	*	*
2	2	1	XP_003883537.1	*	XP_029222527.1	*	*
2	2	1	XP_003883534.1	*	XP_029222531.1	*	*
2	2	1	XP_003883533.1	*	XP_029222532.1	*	*
2	2	1	XP_003883532.1	*	XP_029222533.1	*	*
2	2	1	XP_003883531.1	*	XP_029222534.1	*	*
2	2	1	XP_003883527.1	*	XP_029222539.1	*	*
2	2	1	XP_003883526.1	*	XP_029222540.1	*	*
2	2	1	XP_003883525.1	*	XP_029222541.1	*	*
2	2	1	XP_003883519.1	*	XP_029222546.1	*	*
2	2	1	XP_003883518.1	*	XP_029222547.1	*	*
2	2	1	XP_003883547.1	*	XP_029222517.1	*	*
2	2	1	XP_003883509.1	*	XP_029222556.1	*	*
2	2	1	XP_003883508.1	*	XP_029222557.1	*	*
2	2	1	XP_003883504.1	*	XP_029222562.1	*	*
2	2	1	XP_003883503.1	*	XP_029222563.1	*	*
2	2	1	XP_003883502.1	*	XP_029222564.1	*	*
2	2	1	XP_003883501.1	*	XP_029222565.1	*	*
2	2	1	XP_003883499.1	*	XP_029222567.1	*	*
2	2	1	XP_003883497.1	*	XP_029222569.1	*	*
2	2	1	XP_003883495.1	*	XP_029222571.1	*	*
2	2	1	XP_003883492.1	*	XP_029222576.1	*	*
2	2	1	XP_003883487.1	*	XP_029222579.1	*	*
2	2	1	XP_003883482.1	*	XP_029222582.1	*	*
2	2	1	XP_003883481.1	*	XP_029222583.1	*	*
2	2	1	XP_003883480.1	*	XP_029222584.1	*	*
2	2	1	XP_003883477.1	*	XP_029222586.1	*	*
2	2	1	XP_003883571.1	*	XP_029222494.1	*	*
2	2	1	XP_003883595.1	*	XP_029222465.1	*	*
2	2	1	XP_003883594.1	*	XP_029222466.1	*	*
2	2	1	XP_003883593.1	*	XP_029222467.1	*	*
2	2	1	XP_003883591.1	*	XP_029222470.1	*	*
2	2	1	XP_003883590.1	*	XP_029222471.1	*	*
2	2	1	XP_003883589.1	*	XP_029222472.1	*	*
2	2	1	XP_003883588.1	*	XP_029222473.1	*	*
2	2	1	XP_003883586.1	*	XP_029222475.1	*	*
2	2	1	XP_003883584.1	*	XP_029222478.1	*	*
2	2	1	XP_003883583.1	*	XP_029222479.1	*	*
2	2	1	XP_003883581.1	*	XP_029222481.1	*	*
2	2	1	XP_003883579.1	*	XP_029222483.1	*	*
2	2	1	XP_003883575.1	*	XP_029222490.1	*	*
2	2	1	XP_003883574.1	*	XP_029222491.1	*	*
2	2	1	XP_003883573.1	*	XP_029222492.1	*	*
2	2	1	XP_003883476.1	*	XP_029222587.1	*	*
2	2	1	XP_003883570.1	*	XP_029222495.1	*	*
2	2	1	XP_003883569.1	*	XP_029222497.1	*	*
2	2	1	XP_003883566.1	*	XP_029222498.1	*	*
2	2	1	XP_003883562.1	*	XP_029222501.1	*	*
2	2	1	XP_003883561.1	*	XP_029222502.1	*	*
2	2	1	XP_003883560.1	*	XP_029222503.1	*	*
2	2	1	XP_003883559.1	*	XP_029222504.1	*	*
2	2	1	XP_003883557.1	*	XP_029222506.1	*	*
2	2	1	XP_003883556.1	*	XP_029222507.1	*	*
2	2	1	XP_003883555.1	*	XP_029222508.1	*	*
2	2	1	XP_003883554.1	*	XP_029222509.1	*	*
2	2	1	XP_003883552.1	*	XP_029222511.1	*	*
2	2	1	XP_003883551.1	*	XP_029222512.1	*	*
2	2	1	XP_003883549.1	*	XP_029222515.1	*	*
2	2	1	XP_003883408.1	*	XP_029222664.1	*	*
2	2	1	XP_003883436.1	*	XP_029222632.1	*	*
2	2	1	XP_003883433.1	*	XP_029222635.1	*	*
2	2	1	XP_003883431.1	*	XP_029222637.1	*	*
2	2	1	XP_003883430.1	*	XP_029222638.1	*	*
2	2	1	XP_003883429.1	*	XP_029222639.1	*	*
2	2	1	XP_003883428.1	*	XP_029222640.1	*	*
2	2	1	XP_003883427.1	*	XP_029222641.1	*	*
2	2	1	XP_003883426.1	*	XP_029222642.1	*	*
2	2	1	XP_003883424.1	*	XP_029222644.1	*	*
2	2	1	XP_003883421.1	*	XP_029222647.1	*	*
2	2	1	XP_003883420.1	*	XP_029222649.1	*	*
2	2	1	XP_003883418.1	*	XP_029222651.1	*	*
2	2	1	XP_003883417.1	*	XP_029222652.1	*	*
2	2	1	XP_003883415.1	*	XP_029222655.1	*	*
2	2	1	XP_003883411.1	*	XP_029222660.1	*	*
2	2	1	XP_003883438.1	*	XP_029222628.1	*	*
2	2	1	XP_003883404.1	*	XP_029222668.1	*	*
2	2	1	XP_003883402.1	*	XP_029222670.1	*	*
2	2	1	XP_003883400.1	*	XP_029222675.1	*	*
2	2	1	XP_003883398.1	*	XP_029222677.1	*	*
2	2	1	XP_003883397.1	*	XP_029222678.1	*	*
2	2	1	XP_003883395.1	*	XP_029222680.1	*	*
2	2	1	XP_003883391.1	*	XP_029222684.1	*	*
2	2	1	XP_003883390.1	*	XP_029222685.1	*	*
2	2	1	XP_003883388.1	*	XP_029222687.1	*	*
2	2	1	XP_003883386.1	*	XP_029222689.1	*	*
2	2	1	XP_003883385.1	*	XP_029222690.1	*	*
2	2	1	XP_003883384.1	*	XP_029222692.1	*	*
2	2	1	XP_003883383.1	*	XP_029222693.1	*	*
2	2	1	XP_003883382.1	*	XP_029222694.1	*	*
2	2	1	XP_003883381.1	*	XP_029222695.1	*	*
2	2	1	XP_003883457.1	*	XP_029222606.1	*	*
2	2	1	XP_003883475.1	*	XP_029222588.1	*	*
2	2	1	XP_003883472.1	*	XP_029222590.1	*	*
2	2	1	XP_003883471.1	*	XP_029222591.1	*	*
2	2	1	XP_003883470.1	*	XP_029222592.1	*	*
2	2	1	XP_003883469.1	*	XP_029222594.1	*	*
2	2	1	XP_003883468.1	*	XP_029222595.1	*	*
2	2	1	XP_003883466.1	*	XP_029222597.1	*	*
2	2	1	XP_003883465.1	*	XP_029222598.1	*	*
